Signal Region,Sigma_95_exp (pb),Sigma_95_obs (pb),Efficiency,Stat,Sigma_theoretical (pb),SAF File,mT1 (GeV),mn1 (GeV),NNLO Cross Section (pb),k_factor,Signal Strength Obs,Signal Strength Exp,Status Obs,Status Exp
IM0,10.0421361,12.7148063,0.056206,0.0145613,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.2954036350518372,0.3740240086967154,Excluded,Excluded
IM1,5.7304964,7.2038634,0.0394933,0.0123135,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.5213868991463664,0.6554406002244414,Excluded,Excluded
IM2,4.4296879,6.0702573,0.0256169,0.0099885,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.6187546613551291,0.8479152673487448,Excluded,Excluded
IM3,3.3770409,4.9688202,0.016864,0.0081406,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.7559138485228345,1.1122163193226355,Excluded,Included
IM4,2.8895755,4.6012269,0.0113644,0.0067013,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.8163040166526019,1.2998449080150356,Excluded,Included
IM5,3.0288043,4.6185028,0.0047359,0.0043405,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.8132505624983057,1.240093326597562,Excluded,Included
IM6,4.2923617,6.2928589,0.0016939,0.0025998,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.5968670297056876,0.8750427532703035,Excluded,Excluded
IM7,3.8002877,4.5043298,0.0009426,0.0019401,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.8338643409281443,0.988346224418746,Excluded,Excluded
IM8,4.5936608,4.9210551,0.0004346,0.0013177,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.7632509540484519,0.8176485299045153,Excluded,Excluded
IM9,4.8362489,4.5706094,0.0002622,0.0010235,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.8217722564522796,0.7766349659960636,Excluded,Excluded
IM10,4.7484044,7.3506573,0.0001958,0.0008846,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.510974712424697,0.7910025523521123,Excluded,Excluded
IM11,8.8935847,7.8370332,6.43e-05,0.0005069,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.47926299457299737,0.4223268936765172,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,-3.7560000000000002,-3.7560000000000002,Excluded,Excluded
EM0,21.9886811,24.5899118,0.0167127,0.0081046,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.15274556617157123,0.17081515634878164,Excluded,Excluded
EM1,9.1958484,9.0096954,0.0138764,0.0073956,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.4168842378400495,0.4084451848945227,Excluded,Excluded
EM2,5.7144987,5.6535078,0.0087529,0.0058889,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.6643662895450503,0.657275501698863,Excluded,Excluded
EM3,4.2033184,5.1179376,0.0054996,0.0046756,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.7338893698117773,0.8935797012189227,Excluded,Excluded
EM4,2.649161,3.7170328,0.0066285,0.0051302,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,1.0104834156965201,1.4178073737307775,Included,Included
EM5,2.0115763,2.4595651,0.003042,0.0034817,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,1.5270992420570615,1.867192410250608,Included,Included
EM6,3.8804395,5.3739694,0.0007513,0.0017322,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.6989247091730743,0.9679315964080873,Excluded,Excluded
EM7,2.8253691,4.1254899,0.000508,0.0014246,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.9104373276977361,1.3293838316558357,Excluded,Included
EM8,4.6988415,5.376411,0.0001724,0.0008301,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.6986073051334803,0.7993459664472615,Excluded,Excluded
EM9,7.3973552,6.2263549,6.64e-05,0.000515,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.6032421955259891,0.5077490398189883,Excluded,Excluded
EM10,2.387459,5.0873348,0.0001315,0.000725,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.7383040723012766,1.5732207338429685,Excluded,Included
EM11,3.4087286,3.8405844,6.43e-05,0.0005069,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,0.9779761642525029,1.1018771045603337,Excluded,Included
EM12,-1.0,-1.0,0.0,0.0,2.931819,pptt1jmatch_run_02_361_300,361.0,300.0,3.7560000000000002,1.2811159215490453,-3.7560000000000002,-3.7560000000000002,Excluded,Excluded
IM0,10.9973997,13.8925098,0.0513694,0.0142905,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.25481356867569027,0.3218942746984089,Excluded,Excluded
IM1,6.2929815,7.9270047,0.0359258,0.0120478,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.44657473206746046,0.5625314487258544,Excluded,Excluded
IM2,4.8795718,6.6951459,0.0231893,0.0097431,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5287412780653518,0.7254734933913669,Excluded,Excluded
IM3,4.18246,6.1843426,0.0135853,0.007494,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5724133071152947,0.8463918363833725,Excluded,Excluded
IM4,3.8779089,6.1500346,0.0084892,0.0059392,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5756065177259329,0.9128631154795823,Excluded,Excluded
IM5,3.9334863,5.9552253,0.0036735,0.0039164,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5944359485442138,0.8999650005136665,Excluded,Excluded
IM6,4.6545012,6.8603459,0.0015583,0.0025535,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5160089668364972,0.7605541062058379,Excluded,Excluded
IM7,5.2671211,6.1938912,0.0006816,0.0016895,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5715308657665797,0.6720939072390039,Excluded,Excluded
IM8,6.3445969,6.8073639,0.0003152,0.0011492,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5200250863627255,0.5579550688239941,Excluded,Excluded
IM9,6.8738463,6.4828841,0.0001843,0.0008788,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.5460532604616517,0.5149955127742673,Excluded,Excluded
IM10,-1.0,-1.0,0.0,0.0,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,-3.54,-3.54,Excluded,Excluded
IM11,-1.0,-1.0,0.0,0.0,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,-3.54,-3.54,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,-3.54,-3.54,Excluded,Excluded
EM0,23.8280218,26.5483655,0.0154436,0.0079826,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.13334154225050127,0.14856457786185173,Excluded,Excluded
EM1,9.9768129,9.7366495,0.0127365,0.0072592,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.36357475946936363,0.3548227310146309,Excluded,Excluded
EM2,5.2156135,5.1719377,0.0096039,0.0063136,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.6844630011687882,0.6787312748538595,Excluded,Excluded
EM3,4.5461709,5.4933622,0.0050961,0.0046096,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.6444140894259621,0.7786772820177086,Excluded,Excluded
EM4,3.6376771,5.1108568,0.0048157,0.0044816,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.6926431591665805,0.9731484963302544,Excluded,Excluded
EM5,2.9005971,3.551385,0.0021152,0.0029742,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.9967942084567007,1.2204383711202083,Excluded,Included
EM6,3.3104656,4.6194647,0.0008767,0.0019159,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.7663225568105326,1.0693359870587387,Excluded,Included
EM7,3.9419736,5.7124985,0.0003663,0.0012388,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.6196938169874355,0.8980273231662435,Excluded,Excluded
EM8,6.1803872,7.1001269,0.0001309,0.0007407,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,0.49858263800890656,0.572779647203981,Excluded,Excluded
EM9,2.6718087,2.2622245,0.0001843,0.0008788,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,1.5648314303023418,1.3249451579373928,Included,Included
EM10,-1.0,-1.0,0.0,0.0,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,-3.54,-3.54,Excluded,Excluded
EM11,-1.0,-1.0,0.0,0.0,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,-3.54,-3.54,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,2.754607,pptt1jmatch_run_03_365_300,365.0,300.0,3.54,1.285119801118635,-3.54,-3.54,Excluded,Excluded
IM0,11.3853994,14.5348449,0.0494398,0.0145814,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.2263526045606445,0.28896658645106466,Excluded,Excluded
IM1,6.6895919,8.3955506,0.0339207,0.0121761,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.3918742387187804,0.4918087753604222,Excluded,Excluded
IM2,5.4691449,7.5201741,0.0206894,0.0095742,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.4374898714113547,0.601556561428826,Excluded,Excluded
IM3,4.4562116,6.579709,0.0127621,0.0075499,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.5000221134399713,0.738295282028349,Excluded,Excluded
IM4,3.9546853,6.302102,0.0082941,0.0061002,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.5220480404791925,0.831924603457069,Excluded,Excluded
IM5,4.1741128,6.301079,0.0034658,0.0039529,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.5221327966210232,0.7881914451377549,Excluded,Excluded
IM6,4.9575913,7.2353123,0.0014745,0.0025809,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.45471430445372757,0.6636287263131191,Excluded,Excluded
IM7,6.5260192,7.7306112,0.0005484,0.0015748,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.4255808389380648,0.5041358137591749,Excluded,Excluded
IM8,15.7464202,16.8404825,0.0001274,0.0007593,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.1953625734892097,0.2089363778060489,Excluded,Excluded
IM9,19.6971299,18.5233851,6.44e-05,0.0005398,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.1776133240354648,0.1670294107163298,Excluded,Excluded
IM10,14.4625708,22.3460059,6.44e-05,0.0005398,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.1472298904208201,0.22748376104751722,Excluded,Excluded
IM11,8.7653354,7.8247771,6.44e-05,0.0005398,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.42045926138905604,0.3753421688803831,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,-3.29,-3.29,Excluded,Excluded
EM0,23.5935347,26.498133,0.0155191,0.0083139,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.12415969079783848,0.1394449810862804,Excluded,Excluded
EM1,9.6396183,9.3951935,0.0132313,0.0076856,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.3501790569827008,0.34129982096905226,Excluded,Excluded
EM2,6.3148643,6.273227,0.0079273,0.0059649,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.5244509723623901,0.5209929847581998,Excluded,Excluded
EM3,5.1984606,6.2663036,0.0044679,0.0044859,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.5250304182516787,0.6328796644144999,Excluded,Excluded
EM4,3.6213771,5.1103233,0.0048284,0.0046625,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.6437948847580739,0.9084941747712493,Excluded,Excluded
EM5,3.0774448,3.7823175,0.0019913,0.0029985,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.8698370774002976,1.0690687287063607,Excluded,Included
EM6,3.1545397,4.3574496,0.000926,0.0020459,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.7550288131846666,1.0429413838094985,Excluded,Included
EM7,3.4220297,4.98526,0.000421,0.0013798,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.6599455193911651,0.961417722353491,Excluded,Excluded
EM8,12.9007471,14.7430877,6.3e-05,0.000534,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.22315542489786586,0.2550239900447316,Excluded,Excluded
EM9,-1.0,-1.0,0.0,0.0,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,-3.29,-3.29,Excluded,Excluded
EM10,-1.0,-1.0,0.0,0.0,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,-3.29,-3.29,Excluded,Excluded
EM11,3.4071597,3.8263274,6.44e-05,0.0005398,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,0.8598323290369768,0.9656136752263184,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,2.554882,pptt1jmatch_run_04_370_300,370.0,300.0,3.29,1.2877307053711287,-3.29,-3.29,Excluded,Excluded
IM0,11.7334523,14.8024752,0.0483132,0.0150217,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.20388482056028037,0.2572133011526369,Excluded,Excluded
IM1,7.3414896,9.1991967,0.0309892,0.0121397,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.32807212394969226,0.4110882347364492,Excluded,Excluded
IM2,6.3871799,8.7541554,0.0177535,0.0092511,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.34475056268706405,0.4725090019775395,Excluded,Excluded
IM3,5.2750066,7.7939862,0.0107686,0.0072305,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.38722162479579453,0.5721319855789375,Excluded,Excluded
IM4,5.1865981,8.2236953,0.0063522,0.0055657,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.36698830512361036,0.5818842990745707,Excluded,Excluded
IM5,7.7683267,11.8169036,0.0018503,0.0030106,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.25539685370709125,0.38850065355773467,Excluded,Excluded
IM6,12.9164557,18.9031182,0.0005643,0.0016637,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.15965619894393931,0.23365542917473872,Excluded,Excluded
IM7,57.2964026,67.6134457,6.27e-05,0.0005548,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.04463609225583367,0.05267346400557441,Excluded,Excluded
IM8,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
IM9,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
IM10,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
IM11,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
EM0,21.1933031,23.7182099,0.017324,0.0091405,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.12724400419443122,0.1424034746145824,Excluded,Excluded
EM1,9.60205,9.3872635,0.0132357,0.0080061,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.32149944443340706,0.31430788217099476,Excluded,Excluded
EM2,7.1537652,7.087816,0.0069849,0.0058344,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.42580112124806857,0.42187574174226466,Excluded,Excluded
EM3,5.2428381,6.3616044,0.0044164,0.0046453,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.4744086255976559,0.5756424177965748,Excluded,Excluded
EM4,3.8822019,5.4808458,0.0045019,0.0046898,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.5506449387793395,0.7773938805191971,Excluded,Excluded
EM5,4.7571073,5.8204177,0.001286,0.0025106,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.5185194870120747,0.6344191563642048,Excluded,Excluded
EM6,5.8183792,8.0355509,0.0005016,0.0015686,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.37558096981253647,0.5187011530633824,Excluded,Excluded
EM7,23.0395531,33.4043098,6.27e-05,0.0005548,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,0.0903476233476915,0.13099212414844974,Excluded,Excluded
EM8,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
EM9,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
EM10,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
EM11,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,2.334448,pptt1jmatch_run_05_376_300,376.0,300.0,3.0180000000000002,1.2928109771560559,-3.0180000000000002,-3.0180000000000002,Excluded,Excluded
IM0,8.2669776,10.5919392,0.0676291,0.0162937,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.3342164199734077,0.4282097002415973,Excluded,Excluded
IM1,4.8004337,6.032988,0.0472294,0.0137645,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.5867739170043104,0.7374333698223975,Excluded,Excluded
IM2,3.6598327,5.0207371,0.0310133,0.0112484,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.7050757547133867,0.9672573284565713,Excluded,Excluded
IM3,2.7297046,4.0321985,0.020842,0.0092695,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.8779329688258155,1.2968436218336594,Excluded,Included
IM4,2.5958686,4.1079267,0.0127061,0.0072676,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.8617485798858096,1.3637053894022215,Excluded,Included
IM5,2.8896171,4.4191378,0.0049571,0.0045571,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.8010612386877821,1.2250758067565422,Excluded,Included
IM6,3.4718659,5.0785862,0.0021005,0.0029707,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.6970443860931217,1.019624634695712,Excluded,Included
IM7,3.7652638,4.4334419,0.0009575,0.0020069,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.7984766869280502,0.9401731692743547,Excluded,Excluded
IM8,4.5144966,4.8062205,0.0004451,0.0013686,2.750088,pptt1jmatch_run_06_365_319,365.0,319.0,3.54,1.2872315358635797,0.7365454830880106,0.7841405839136084,Excluded,Excluded
