Label,Region,Total Weight,Mediator Mass (GeV),Mediator Width (GeV),DM Mass (GeV),gAx,gVx,gAq,gVq
Run 23,EM7,0.0006628197614035079,2017.4,111.4242,153.87,1.0,0.0,0.25,0.0
Run 23,EM8,0.00033969512771929835,2017.4,111.4242,153.87,1.0,0.0,0.25,0.0
Run 23,EM9,0.0003314098807017545,2017.4,111.4242,153.87,1.0,0.0,0.25,0.0
Run 23,EM10,0.0001325639522807018,2017.4,111.4242,153.87,1.0,0.0,0.25,0.0
Run 23,EM11,0.00011599345824561407,2017.4,111.4242,153.87,1.0,0.0,0.25,0.0
Run 23,EM12,0.00010770821122807021,2017.4,111.4242,153.87,1.0,0.0,0.25,0.0
Run 24,EM0,0.006537172218245537,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM1,0.004003936997894709,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM2,0.0029802767298245532,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM3,0.001995489636491239,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM4,0.002565629532631579,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM5,0.0015419692645614097,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM6,0.0009847870933333317,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM7,0.0006090130708771922,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM8,0.00037577402245614013,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM9,0.00016197156140350882,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM10,0.00016197156140350882,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM11,0.0001036617992982456,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 24,EM12,7.126748701754387e-05,2017.4,98.12211,450.11,1.0,0.0,0.25,0.0
Run 25,EM0,0.03203735691228089,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM1,0.0199885248561405,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM2,0.014207871326315883,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM3,0.010098732070175491,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM4,0.013093528477193065,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM5,0.006860173164912302,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM6,0.0037957303298245546,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM7,0.001497398203508771,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM8,0.0017063374877192969,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM9,0.00121881249122807,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM10,0.00048752499649122827,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM11,0.00027858571228070184,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 25,EM12,0.00010446964210526317,1501.5,83.32514,83.132,1.0,0.0,0.25,0.0
Run 26,EM0,0.0053492045214034315,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM1,0.00389083658736837,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM2,0.0028555066799999676,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM3,0.0019036711199999846,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM4,0.0022654799585964695,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM5,0.0014138376154385899,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM6,0.0008739075024561414,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM7,0.0005287975333333339,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM8,0.00032841109964912307,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM9,0.0001558561150877193,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM10,0.00013359095578947366,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM11,6.679547789473684e-05,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 26,EM12,6.679547789473684e-05,2017.4,90.6724,558.45,1.0,0.0,0.25,0.0
Run 27,EM0,0.00023431614353333654,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM1,0.0001414566786666663,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM2,9.810705133333274e-05,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM3,6.160210200000017e-05,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM4,8.213613599999974e-05,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM5,4.608749853333339e-05,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM6,2.78350238666666e-05,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM7,1.5058291600000013e-05,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM8,7.529145800000004e-06,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM9,6.844678000000003e-06,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM10,4.334962733333333e-06,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM11,2.966027133333333e-06,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 27,EM12,9.126237333333334e-07,464.262,12.24455,558.45,1.0,0.0,0.25,0.0
Run 28,EM0,0.0006432589165614084,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM1,0.0004173974613333293,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM2,0.00030343697024561164,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM3,0.00021830985642105145,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM4,0.00023409956301754245,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM5,0.0001228851078596493,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM6,7.276995214035082e-05,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM7,4.256355691228066e-05,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM8,2.6773850315789483e-05,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM9,2.402781438596492e-05,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM10,1.7162724561403513e-05,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM11,8.238107789473686e-06,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 28,EM12,4.119053894736842e-06,1000.1,28.98844,558.45,1.0,0.0,0.25,0.0
Run 29,EM0,0.02639652633333324,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM1,0.01761620810035082,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM2,0.011586685769473649,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM3,0.007668885545263139,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM4,0.010336323995789444,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM5,0.005557163438596481,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM6,0.0027507959021052636,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM7,0.0018060781175438627,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM8,0.0013059334080701766,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM9,0.0005835021610526316,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM10,0.000611287978245614,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM11,0.00027785817192982457,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 29,EM12,8.335745157894737e-05,1501.5,73.23156,327.73,1.0,0.0,0.25,0.0
Run 30,EM0,0.00872671347087739,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM1,0.005522910198596544,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM2,0.004071321048421041,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM3,0.002825874736140338,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM4,0.0033755889705262996,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM5,0.0019927140996491145,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM6,0.0011423748933333299,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM7,0.0006527856533333327,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM8,0.0004122856757894739,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM9,0.000292035687017544,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM10,0.00022332140771929833,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM11,0.00012883927368421055,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 30,EM12,0.00012024998877192986,2017.4,112.7368,83.132,1.0,0.0,0.25,0.0
Run 31,EM0,1.1290618019999832,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM1,0.6266563111578921,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM2,0.3601473052631585,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM3,0.2034832274736845,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM4,0.24670090410526355,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM5,0.11164566463157903,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM6,0.03781546705263158,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM7,0.01620662873684211,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM8,0.007202946105263158,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM9,0.009003682631578948,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM10,0.0,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM11,0.0,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 31,EM12,0.0,464.262,17.41387,153.87,1.0,0.0,0.25,0.0
Run 32,EM0,0.00017179139010526384,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM1,0.00011108710052631453,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM2,8.222194842105228e-05,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM3,5.248209473684235e-05,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM4,6.910142473684216e-05,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM5,3.988639200000015e-05,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM6,2.0992837894736858e-05,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM7,1.539474778947366e-05,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM8,7.5224335789473596e-06,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM9,5.073269157894734e-06,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM10,2.799045052631579e-06,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM11,1.9243434736842103e-06,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 32,EM12,2.2742241052631577e-06,464.262,12.24455,588.03,1.0,0.0,0.25,0.0
Run 33,EM0,0.01420683160000005,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM1,0.009317840968421084,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM2,0.005579201073684229,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM3,0.003968710042105275,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM4,0.005119060778947385,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM5,0.003091567605263167,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM6,0.0015673528789473723,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM7,0.001092833200000002,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM8,0.0005895547526315792,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM9,0.00031634645263157893,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM10,0.00025882891578947367,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM11,0.00023007014736842104,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 33,EM12,0.00014379384210526315,1501.5,56.11702,558.45,1.0,0.0,0.25,0.0
Run 34,EM0,0.0009965660750175292,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM1,0.0006651340774035051,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM2,0.00045855659943859934,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM3,0.0003087311758596506,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM4,0.00040974983266666906,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM5,0.00020657747796491282,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM6,0.0001146391498596489,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM7,6.242725982456132e-05,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM8,2.724098610526316e-05,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM9,3.2916191543859646e-05,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM10,1.0215369789473685e-05,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM11,1.4755534140350879e-05,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 34,EM12,5.6752054385964915e-06,700.69,19.72901,450.11,1.0,0.0,0.25,0.0
Run 35,EM0,0.14776995119298364,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM1,0.09634881615789546,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM2,0.06037157150877233,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM3,0.04510317987719324,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM4,0.04685816742105291,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM5,0.028430798210526423,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM6,0.014741895368421045,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM7,0.007195448929824559,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM8,0.005089463877192981,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM9,0.0021059850526315795,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM10,0.0014039900350877195,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM11,0.0007019950175438597,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 35,EM12,0.0005264962631578948,1000.1,51.83979,153.87,1.0,0.0,0.25,0.0
Run 36,EM0,0.00020590229478947017,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM1,0.00012948283612631602,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM2,8.359018534736834e-05,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM3,6.269263901052588e-05,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM4,7.273165636842079e-05,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM5,4.486826125263137e-05,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM6,2.4995104442105277e-05,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM7,1.5570720800000008e-05,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM8,7.990238305263162e-06,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM9,4.507313915789475e-06,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM10,3.892680200000001e-06,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM11,1.639023242105263e-06,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 36,EM12,1.4341453368421052e-06,300.29,7.4676,558.45,1.0,0.0,0.25,0.0
Run 37,EM0,0.01527339338105246,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM1,0.008895016031578997,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM2,0.005973401009824601,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM3,0.004006373074385955,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM4,0.005655205314385996,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM5,0.003051785988070167,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM6,0.0020827354610526276,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM7,0.0012293924596491227,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM8,0.000838879560701755,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM9,0.00046283010245614005,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM10,0.0002748053733333332,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM11,0.00020248816982456133,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 37,EM12,5.785376280701754e-05,1759.0,90.76078,299.82,1.0,0.0,0.25,0.0
Run 38,EM0,0.11269527487719368,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM1,0.06860789261754326,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM2,0.045201950912280374,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM3,0.030464876505263198,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM4,0.03195096804210529,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM5,0.017709257480701776,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM6,0.010402640757894748,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM7,0.006935093838596498,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM8,0.002600660189473685,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM9,0.002105296343859649,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM10,0.0013622505754385963,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM11,0.0006192048070175439,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 38,EM12,0.00024768192280701757,1000.1,42.58706,299.82,1.0,0.0,0.25,0.0
Run 39,EM0,0.00735229607298257,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM1,0.005095277052631593,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM2,0.0034119484856140036,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM3,0.0024759272196491038,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM4,0.0031175547003508496,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM5,0.0016380372154385886,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM6,0.0010492496449122806,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM7,0.0006114332463157899,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM8,0.000324588019649123,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM9,0.00021890819929824568,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM10,0.00015097117192982456,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM11,0.00012832549614035085,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 39,EM12,9.058270315789472e-05,2017.4,106.3485,299.82,1.0,0.0,0.25,0.0
Run 40,EM0,0.00028404041174736586,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM1,0.00019027358771929687,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM2,0.00013456148123508705,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM3,8.158931441403508e-05,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM4,0.0001156863413333329,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM5,6.119198581052657e-05,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM6,4.018578172631585e-05,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM7,2.37461437473684e-05,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM8,1.643963797894736e-05,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM9,8.828694470175442e-06,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM10,6.088754807017546e-06,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM11,3.6532528842105262e-06,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 40,EM12,2.1310641824561405e-06,700.69,19.72901,558.45,1.0,0.0,0.25,0.0
Run 41,EM0,0.004734561930526408,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM1,0.0029605697431579255,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM2,0.002120566820000002,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM3,0.0013158087747368397,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM4,0.0016741316999999967,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM5,0.0006402819484210519,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM6,0.0004405609736842103,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM7,0.00023496585263157918,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM8,0.00017035024315789483,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM9,7.636390210526316e-05,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM10,3.524487789473684e-05,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM11,1.762243894736842e-05,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 41,EM12,1.1748292631578947e-05,464.262,12.24455,299.82,1.0,0.0,0.25,0.0
Run 42,EM0,0.05172558402105202,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM1,0.03360126521052603,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM2,0.02104321659649117,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM3,0.015748471775438633,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM4,0.015476946400000038,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM5,0.008485167982456127,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM6,0.0037334739122807043,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM7,0.0020364403157894745,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM8,0.001153982845614035,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM9,0.0006109320947368421,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM10,0.0004751694070175439,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM11,6.788134385964912e-05,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 42,EM12,0.00013576268771929825,700.69,20.54978,327.73,1.0,0.0,0.25,0.0
Run 43,EM0,0.00043429741263157354,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM1,0.000254648282105265,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM2,0.00018008517210526404,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM3,0.0001273241410526313,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM4,0.000156974968421053,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM5,9.33128978947367e-05,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM6,5.4505197368421175e-05,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM7,3.095895210526313e-05,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM8,1.4825413684210519e-05,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM9,6.9766652631578975e-06,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM10,5.6685405263157915e-06,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM11,6.10458210526316e-06,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 43,EM12,2.1802078947368424e-06,1000.1,28.98844,588.03,1.0,0.0,0.25,0.0
Run 44,EM0,0.4612280122105326,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM1,0.2729840334736868,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM2,0.1876386926315799,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM3,0.10289863789473663,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM4,0.12347836547368393,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM5,0.05931803831578941,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM6,0.029659019157894765,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM7,0.0157374387368421,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM8,0.009079291578947367,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM9,0.0036317166315789477,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM10,0.0024211444210526316,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM11,0.0012105722105263158,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 44,EM12,0.0006052861052631579,700.69,33.20596,153.87,1.0,0.0,0.25,0.0
Run 45,EM0,0.09920222592982575,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM1,0.05712303998596549,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM2,0.04011694411228103,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM3,0.02692631846666681,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM4,0.03564739327368448,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM5,0.01569793465263156,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM6,0.009593182287719288,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM7,0.005450671754385961,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
