Signal Region,Sigma_95_exp (pb),Sigma_95_obs (pb),Efficiency,Stat,Sigma_theoretical (pb),SAF File,mMed (GeV),mchi (GeV),Signal Strength Obs,Signal Strength Exp,Status Obs,Status Exp
EM2,1.8929981,1.8799375,0.0264126,0.0001591,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.10333322251404634,0.1026202826088415,Excluded,Excluded
EM3,1.1496477,1.4002121,0.0201232,0.0001393,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.13873612433430618,0.16897350379598897,Excluded,Excluded
EM4,0.6948992,0.9761797,0.02532,0.0001558,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.19900024554905207,0.27955133636648305,Excluded,Excluded
EM5,0.4882069,0.5972958,0.0125447,0.0001104,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.3252324894968288,0.39790506852729857,Excluded,Excluded
EM6,0.4272617,0.5922894,0.0068,8.15e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.32798155766420944,0.4546627979994462,Excluded,Excluded
EM7,0.3568515,0.5196613,0.0040391,6.29e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.37382040956292106,0.544372098758167,Excluded,Excluded
EM8,0.4283657,0.4890552,0.0018998,4.32e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.39721487472170824,0.45349102414128856,Excluded,Excluded
EM9,0.3537297,0.3025643,0.0013787,3.68e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.6420453437500723,0.549176390899605,Excluded,Excluded
EM10,0.2962608,0.6292531,0.0010613,3.23e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.30871520537602437,0.6557060535852195,Excluded,Excluded
EM11,0.6597473,0.7433284,0.0003327,1.81e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.2613380573108736,0.2944460704878974,Excluded,Excluded
EM12,0.40059,0.3206995,0.0006338,2.5e-05,0.19426,spin1_run_134_mzp_2250_mx_300,2250.0,300.0,0.6057383937299559,0.484934721286103,Excluded,Excluded
IM0,3.2390519,4.1121085,0.1741008,0.000384,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.04531305533402147,0.05752677195447223,Excluded,Excluded
IM1,1.6605562,2.079782,0.1362346,0.0003474,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.08959217841100654,0.11221071590350269,Excluded,Excluded
IM2,1.0834153,1.4887292,0.104053,0.0003092,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.12516191661989298,0.17198594112525456,Excluded,Excluded
IM3,0.7385052,1.0888873,0.0770263,0.00027,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.17112165786119465,0.2523099363416805,Excluded,Excluded
IM4,0.5825146,0.9253752,0.0564947,0.0002338,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.201358540838354,0.31987558766767393,Excluded,Excluded
IM5,0.4507987,0.6867774,0.031874,0.0001779,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.2713138201693882,0.4133379266621665,Excluded,Excluded
IM6,0.3894795,0.5674609,0.0187437,0.0001374,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.3283613020738521,0.47841336963819664,Excluded,Excluded
IM7,0.3537542,0.4189291,0.0101518,0.0001015,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.44478218390653695,0.5267278805453052,Excluded,Excluded
IM8,0.3801751,0.4061011,0.0052747,7.34e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.45883204945763506,0.4901220516546192,Excluded,Excluded
IM9,0.4240432,0.4020062,0.0029784,5.52e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.4635057867266724,0.4394179649620605,Excluded,Excluded
IM10,0.6093281,0.9425991,0.0015288,3.96e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.19767916179847828,0.3057994535292234,Excluded,Excluded
IM11,0.6476183,0.5818337,0.0008682,2.98e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.32024992708397604,0.28771917038168937,Excluded,Excluded
IM12,0.7401677,0.5885955,0.0004727,2.2e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.31657088781684534,0.2517432198135639,Excluded,Excluded
EM0,9.6890711,10.8003675,0.0378663,0.0001933,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.017252394420837994,0.019231172738530117,Excluded,Excluded
EM1,3.9658993,3.8806825,0.0321815,0.0001787,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.048015316893355746,0.04698359335548435,Excluded,Excluded
EM2,1.8532287,1.833399,0.0270267,0.0001642,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.10163210517732366,0.1005446332662558,Excluded,Excluded
EM3,1.1309191,1.3661979,0.0205316,0.0001436,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.13638741502969665,0.16476174113603703,Excluded,Excluded
EM4,0.714153,1.0,0.0246207,0.0001569,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.1863322,0.2609135577390279,Excluded,Excluded
EM5,0.4704967,0.5701027,0.0131303,0.0001153,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.3268397080034878,0.39603295836081315,Excluded,Excluded
EM6,0.3374363,0.4693072,0.0085919,9.35e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.3970367384092978,0.5521996299746056,Excluded,Excluded
EM7,0.2940594,0.4302783,0.0048771,7.06e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.43305042341201033,0.6336549690300667,Excluded,Excluded
EM8,0.353286,0.405575,0.0022963,4.85e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.4594272329408864,0.52742593819172,Excluded,Excluded
EM9,0.336586,0.2877489,0.0014496,3.85e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.647551389423209,0.5535946236623033,Excluded,Excluded
EM10,0.4740728,1.0115763,0.0006606,2.6e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.18419984730761288,0.39304554068489056,Excluded,Excluded
EM11,0.5557841,0.6221834,0.0003955,2.01e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.2994811497703089,0.33526004072444676,Excluded,Excluded
EM12,0.5389199,0.4328091,0.0004727,2.2e-05,0.1863322,spin1_run_135_mzp_2250_mx_350,2250.0,350.0,0.43051821230191323,0.34575119604972837,Excluded,Excluded
IM0,3.2275751,4.1051579,0.1746234,0.0003929,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.043475477520608895,0.0552965289638032,Excluded,Excluded
IM1,1.6334384,2.0484971,0.1384907,0.0003574,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.08712421413728143,0.10926258376195884,Excluded,Excluded
IM2,1.1038767,1.5139061,0.1026481,0.0003141,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.11788954414015507,0.16167901723081934,Excluded,Excluded
IM3,0.7566888,1.1104948,0.0754512,0.0002733,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.16071547566003913,0.2358614267846967,Excluded,Excluded
IM4,0.5961092,0.9459773,0.0552613,0.0002364,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.18866594367539263,0.2993976606970669,Excluded,Excluded
IM5,0.4814985,0.7279333,0.0300341,0.0001766,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.24517864480165974,0.3706630446408452,Excluded,Excluded
IM6,0.4474151,0.6554365,0.0162728,0.0001309,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.27229746893863865,0.39889959011217996,Excluded,Excluded
IM7,0.3840586,0.452566,0.0093322,9.95e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.39435949673638765,0.464704344597413,Excluded,Excluded
IM8,0.3812521,0.4068503,0.0052533,7.48e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.43867166867027013,0.46812515917945113,Excluded,Excluded
IM9,0.3846489,0.3642413,0.0032859,5.92e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.4899875439715376,0.46399118780789445,Excluded,Excluded
IM10,0.6206059,0.9575094,0.0015023,4.01e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.18639367926831843,0.2875797668053107,Excluded,Excluded
IM11,0.6432363,0.5729948,0.0008735,3.06e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.31147525248047625,0.2774621084040189,Excluded,Excluded
IM12,0.609649,0.4812981,0.0005736,2.48e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.37081737908377366,0.29274828630900734,Excluded,Excluded
EM0,10.1550708,11.3454706,0.0361327,0.0001931,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.01573083270781205,0.01757483561808353,Excluded,Excluded
EM1,3.5657983,3.467076,0.0358426,0.0001924,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.05147671986423142,0.05005154105323344,Excluded,Excluded
EM2,1.8269277,1.8209679,0.0271969,0.0001683,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.09801034933125401,0.09769062015973594,Excluded,Excluded
EM3,1.1473832,1.3896107,0.0201899,0.0001455,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.1284343161721481,0.1555484688986208,Excluded,Excluded
EM4,0.6968314,0.9743911,0.0252272,0.0001623,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.1831643371947876,0.2561217821125742,Excluded,Excluded
EM5,0.447726,0.54522,0.0137613,0.0001206,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.3273425406258024,0.3986225950693058,Excluded,Excluded
EM6,0.4195144,0.5810981,0.0069406,8.59e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.3071317906563453,0.425429258209015,Excluded,Excluded
EM7,0.3534084,0.5150112,0.0040789,6.6e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.3465433373099459,0.5050069551261374,Excluded,Excluded
EM8,0.4135134,0.4740357,0.0019674,4.59e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.37649843672111616,0.43160318383878254,Excluded,Excluded
EM9,0.273836,0.2330468,0.0017836,4.37e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.7658277221570947,0.6517539695292073,Excluded,Excluded
EM10,0.4993203,1.062866,0.0006288,2.59e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.16791740445173708,0.3574332948209797,Excluded,Excluded
EM11,0.7343839,0.8233621,0.0002998,1.79e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.21676210260345966,0.24302507176423668,Excluded,Excluded
EM12,0.4432782,0.3552964,0.0005736,2.48e-05,0.1784737,spin1_run_136_mzp_2250_mx_400,2250.0,400.0,0.502323412227087,0.40262232611484167,Excluded,Excluded
IM0,3.1486021,3.9771936,0.1798822,0.0004077,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.04266732200313306,0.05389572724988019,Excluded,Excluded
IM1,1.6014348,2.0064789,0.1416811,0.0003701,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.08457412634640714,0.1059651007958613,Excluded,Excluded
IM2,1.078878,1.4759863,0.1053045,0.0003258,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.11497139234964443,0.15728951744312145,Excluded,Excluded
IM3,0.7278565,1.0744381,0.0781045,0.0002848,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.1579394848339797,0.2331451323166036,Excluded,Excluded
IM4,0.5684085,0.8989124,0.0580233,0.0002481,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.18877946282641112,0.2985462040064496,Excluded,Excluded
IM5,0.4662666,0.7067744,0.0309066,0.0001837,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.24009952822286715,0.3639467206100544,Excluded,Excluded
IM6,0.4415649,0.6433114,0.0165614,0.0001355,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.26378546999167124,0.38430636130725065,Excluded,Excluded
IM7,0.3685907,0.4356943,0.0097566,0.0001043,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.38948455373412044,0.46039197407856464,Excluded,Excluded
IM8,0.3541921,0.380474,0.0056407,7.95e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.44601260532914205,0.47910780618765914,Excluded,Excluded
IM9,0.381118,0.3597659,0.0033074,6.09e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.47168505964573065,0.4452589486720648,Excluded,Excluded
IM10,0.4892836,0.7609343,0.0018963,4.62e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.2230103177107406,0.3468258490576835,Excluded,Excluded
IM11,0.4582199,0.4114013,0.001233,3.72e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.4124833830131309,0.37033790981142456,Excluded,Excluded
IM12,0.4919181,0.3902617,0.0007072,2.82e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.43482668168564836,0.34496840022759884,Excluded,Excluded
EM0,9.6151272,10.7623317,0.0382011,0.0002034,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.01576760545300792,0.017648877281623482,Excluded,Excluded
EM1,3.5146638,3.4184345,0.0363766,0.0001987,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.04964149525170074,0.04828234211192547,Excluded,Excluded
EM2,1.8355174,1.8067995,0.0272,0.0001726,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.09392088054042522,0.09245142541280185,Excluded,Excluded
EM3,1.1510919,1.3944864,0.0200813,0.0001489,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.1216908246649089,0.14742193911711132,Excluded,Excluded
EM4,0.6450633,0.909131,0.0271167,0.0001724,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.18665758840035154,0.2630690662451266,Excluded,Excluded
EM5,0.4302038,0.5224137,0.0143451,0.0001262,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.3248310677916754,0.39445537208179005,Excluded,Excluded
EM6,0.4286609,0.5924733,0.0068049,8.73e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.28641999563524634,0.39587515446358645,Excluded,Excluded
EM7,0.3486615,0.5083365,0.0041159,6.8e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.3338265105889504,0.48670759461540775,Excluded,Excluded
EM8,0.3487061,0.4005654,0.0023333,5.12e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.42364168248181194,0.4866453440304026,Excluded,Excluded
EM9,0.3458466,0.2943334,0.0014111,3.98e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.5765441502731256,0.4906689844572709,Excluded,Excluded
EM10,0.4693246,1.0071605,0.0006633,2.73e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.16848972929339465,0.36157533613196496,Excluded,Excluded
EM11,0.4159053,0.4686622,0.0005259,2.43e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.36208638119310665,0.40801644028099665,Excluded,Excluded
EM12,0.3581797,0.2902911,0.0007072,2.82e-05,0.1696962,spin1_run_137_mzp_2250_mx_450,2250.0,450.0,0.584572520480304,0.47377391851073636,Excluded,Excluded
IM0,3.1945431,4.0512178,0.1772327,0.0004617,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.027397761729818625,0.03474496869364511,Excluded,Excluded
IM1,1.609621,2.023158,0.1403247,0.00042,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.05486190401342851,0.0689567916919573,Excluded,Excluded
IM2,1.061291,1.4645954,0.1061389,0.0003724,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.07578495740188723,0.10458422807693649,Excluded,Excluded
IM3,0.7309255,1.0761284,0.0780586,0.0003244,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.1031422458509598,0.15185446396383764,Excluded,Excluded
IM4,0.5694481,0.9075296,0.057777,0.0002821,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.12230377940289772,0.19491556824932774,Excluded,Excluded
IM5,0.4454906,0.6773443,0.0323314,0.0002139,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.1638668842418841,0.2491507115975062,Excluded,Excluded
IM6,0.4349482,0.6369634,0.0167363,0.0001551,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.1742553810784105,0.2551896984514478,Excluded,Excluded
IM7,0.4157758,0.4889758,0.0086494,0.000112,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.22699344221125053,0.26695709562701825,Excluded,Excluded
IM8,0.3623603,0.3874015,0.0055523,8.98e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.2865097321512694,0.3063092176488429,Excluded,Excluded
IM9,0.4648717,0.4366121,0.0027345,6.31e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.25421718729279374,0.23876329748616662,Excluded,Excluded
IM10,0.5661735,0.8770378,0.0016441,4.9e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.12655589074952073,0.1960429091082504,Excluded,Excluded
IM11,0.6164628,0.5518455,0.0009154,3.66e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.20113292579172976,0.18005028040621432,Excluded,Excluded
IM12,0.554763,0.4401263,0.0006261,3.02e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.2521873834851496,0.20007516723357543,Excluded,Excluded
EM0,9.9768594,11.1352739,0.036908,0.000228,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.00996781049094805,0.011125174320888996,Excluded,Excluded
EM1,3.7345861,3.6357627,0.0341858,0.0002197,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.030528477559880352,0.029720642938182627,Excluded,Excluded
EM2,1.7753241,1.7590554,0.0280804,0.0001998,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.06309880859920615,0.06252058426965533,Excluded,Excluded
EM3,1.1485071,1.3837336,0.0202816,0.0001704,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.08021363360693128,0.09664224104491823,Excluded,Excluded
EM4,0.685139,0.9715207,0.0254456,0.0001904,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.1142480031562889,0.16200260093207364,Excluded,Excluded
EM5,0.3942979,0.4802877,0.0155951,0.0001498,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.23109960967145318,0.28149858267061534,Excluded,Excluded
EM6,0.3608114,0.5003776,0.0080869,0.0001083,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.22182108071984039,0.30762414934783106,Excluded,Excluded
EM7,0.4638229,0.6776568,0.0030971,6.72e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.16379131737481276,0.23930319093774802,Excluded,Excluded
EM8,0.2883198,0.3294547,0.0028178,6.41e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.33690307043730144,0.38496939856367823,Excluded,Excluded
EM9,0.4489964,0.3822426,0.0010904,3.99e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.2903765828298573,0.2472053228043699,Excluded,Excluded
EM10,0.4286456,0.9163219,0.0007287,3.26e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.12113024909696037,0.2589418857909658,Excluded,Excluded
EM11,0.7578452,0.8526359,0.0002894,2.06e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.13017784027156257,0.14646038531351785,Excluded,Excluded
EM12,0.4053685,0.3269338,0.0006261,3.02e-05,0.1109943,spin1_run_138_mzp_2250_mx_500,2250.0,500.0,0.3395008408430086,0.2738108659158272,Excluded,Excluded
IM0,3.1525359,3.9949897,0.1799741,0.0005924,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.027530959591710584,0.034888072170724524,Excluded,Excluded
IM1,1.5996947,2.0071308,0.1416023,0.0005376,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.05479757472706811,0.0687543066811436,Excluded,Excluded
IM2,1.0611961,1.4665409,0.1063311,0.0004753,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.07499681734072333,0.10364333227383703,Excluded,Excluded
IM3,0.6982015,1.033775,0.0813764,0.0004216,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.10639249353099077,0.15752744730568466,Excluded,Excluded
IM4,0.5563461,0.8852924,0.059128,0.0003637,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.12423680582822128,0.197693306378889,Excluded,Excluded
IM5,0.4480058,0.6793364,0.0321508,0.000272,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.16190196786157787,0.24550106270945599,Excluded,Excluded
IM6,0.4253947,0.6227146,0.0171016,0.0001999,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.17662328777902428,0.2585502358162901,Excluded,Excluded
IM7,0.3829301,0.453152,0.0093496,0.0001484,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.24271304109879246,0.28722187156350465,Excluded,Excluded
IM8,0.3854209,0.4128358,0.0051873,0.0001108,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.2664156063984761,0.2853656872266138,Excluded,Excluded
IM9,0.4011361,0.378602,0.0031503,8.64e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.29050533277690027,0.27418599323272075,Excluded,Excluded
IM10,0.4635969,0.7135943,0.0020183,6.92e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.15412945422910468,0.23724468390534967,Excluded,Excluded
IM11,0.387592,0.3463677,0.0014564,5.88e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.3175408676963816,0.28376720881751943,Excluded,Excluded
IM12,0.4980126,0.3965563,0.0006993,4.08e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.2773525474188659,0.22084963312173225,Excluded,Excluded
EM0,9.6146916,10.7090895,0.0383718,0.0002962,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.01027033157207249,0.011439358075718204,Excluded,Excluded
EM1,3.6114517,3.5238262,0.0352711,0.0002844,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.031212067155865976,0.030454761446761146,Excluded,Excluded
EM2,2.0061894,1.986472,0.0249548,0.0002405,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.0553674554687909,0.05482328836948296,Excluded,Excluded
EM3,1.0477491,1.2583284,0.0222484,0.0002274,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.08740635592425634,0.10497350940220325,Excluded,Excluded
EM4,0.6483773,0.9157285,0.0269771,0.0002498,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.12010754279243248,0.16963255807999444,Excluded,Excluded
EM5,0.4069275,0.4973108,0.0150492,0.0001877,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.22116129390312858,0.2702837729079504,Excluded,Excluded
EM6,0.3751781,0.5199856,0.007752,0.0001352,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.21151720355332915,0.2931565035379197,Excluded,Excluded
EM7,0.3437074,0.5023909,0.0041624,9.93e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.21892494469943624,0.3199986383767123,Excluded,Excluded
EM8,0.3999141,0.4577757,0.002037,6.95e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.24026155167257676,0.2750238113634903,Excluded,Excluded
EM9,0.4317315,0.3655333,0.001132,5.18e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.3008916013944557,0.2547553282537874,Excluded,Excluded
EM10,0.5587476,1.1914373,0.0005619,3.65e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.09231362825387454,0.19684361955201238,Excluded,Excluded
EM11,0.2904631,0.3246576,0.000757,4.24e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.33877506640842536,0.37865704800368793,Excluded,Excluded
EM12,0.3636943,0.2943273,0.0006993,4.08e-05,0.1099859,spin1_run_139_mzp_2250_mx_550,2250.0,550.0,0.37368568936690544,0.3024130430419173,Excluded,Excluded
IM0,16.2840291,20.6544486,0.0346804,2.67e-05,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.47116953778180265,0.5976252523400366,Excluded,Excluded
IM1,10.7570586,13.4640913,0.0211077,2.1e-05,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.7227927071468983,0.9046847620593979,Excluded,Excluded
IM2,9.2003481,12.6119933,0.0123246,1.61e-05,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.7716264010384465,1.057758564591703,Excluded,Included
IM3,7.435286,10.9901612,0.0076485,1.27e-05,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.8854962928114285,1.3088598071412452,Excluded,Included
IM4,7.0632741,11.2161662,0.0046538,9.9e-06,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.8676536016379643,1.3777954617391954,Excluded,Included
IM5,8.0350047,12.191188,0.0017978,6.2e-06,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.7982607601490519,1.2111687999385987,Excluded,Included
IM6,10.9617844,15.9774028,0.0006666,3.8e-06,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.609094426786311,0.8877885793849403,Excluded,Excluded
IM7,12.5628239,14.7887405,0.0002857,2.5e-06,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.6580511031348478,0.7746464550856277,Excluded,Excluded
IM8,8.0465127,8.5384901,0.0002504,2.3e-06,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,1.1397503406369236,1.209436604754256,Included,Included
IM9,17.5535642,16.6325783,7.19e-05,1.2e-06,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.585101529328138,0.5544029058212576,Excluded,Excluded
IM10,25.7253734,39.8778977,3.61e-05,9e-07,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.2440386169103393,0.37829371215268737,Excluded,Excluded
IM11,15.6007446,13.9361551,3.61e-05,9e-07,9.731747,spin1_run_13_mzp_200_mx_110,200.0,110.0,0.698309320624596,0.6238001614358842,Excluded,Excluded
