Run,MY1,Mchi,Omegah2,xsi,x_f,sigmav_xf
8099,480.47,86.627,0.281,1.0,20.0,0.0
8100,480.47,90.122,0.256,1.0,20.0,0.0
8101,480.47,92.493,0.24,1.0,20.0,0.0
8102,480.47,93.617,0.233,1.0,20.0,0.0
8103,480.47,97.112,0.213,1.0,20.0,0.0
8104,480.47,98.772,0.203,1.0,20.0,0.0
8105,480.47,100.61,0.194,1.0,20.0,0.0
8106,480.47,102.06,0.187,1.0,20.0,0.0
8107,480.47,104.1,0.177,1.0,21.0,0.0
8108,480.47,105.06,0.173,1.0,21.0,0.0
8109,480.47,107.6,0.162,1.0,21.0,0.0
8110,480.47,108.95,0.156,1.0,21.0,0.0
8111,480.47,111.09,0.148,1.0,21.0,0.0
8112,480.47,112.83,0.141,1.0,21.0,0.0
8113,480.47,114.59,0.135,1.0,21.0,0.0
8114,480.47,116.75,0.128,1.0,21.0,0.0
8115,480.47,118.08,0.123,1.0,21.0,0.0
8116,480.47,121.58,0.113,0.939,21.0,0.0
8117,480.47,124.97,0.103,0.86,21.0,0.0
8118,480.47,125.07,0.103,0.858,21.0,0.0
8119,480.47,128.57,0.0938,0.782,21.0,0.0
8120,480.47,132.06,0.0855,0.712,22.0,0.0
8121,480.47,133.19,0.0829,0.691,22.0,0.0
8122,480.47,135.56,0.0778,0.648,22.0,0.0
8123,480.47,139.05,0.0707,0.589,22.0,0.0
8124,480.47,142.55,0.0641,0.534,22.0,0.0
8125,480.47,144.15,0.0613,0.51,22.0,0.0
8126,480.47,146.04,0.058,0.484,22.0,0.0
8127,480.47,149.54,0.0524,0.437,22.0,0.0
8128,480.47,149.89,0.0519,0.432,22.0,0.0
8129,480.47,153.03,0.0472,0.394,22.0,0.0
8130,480.47,153.87,0.046,0.384,22.0,0.0
8131,480.47,156.53,0.0424,0.353,22.0,0.0
8132,480.47,160.02,0.0379,0.316,23.0,0.0
8133,480.47,161.99,0.0355,0.296,23.0,0.0
8134,480.47,163.52,0.0337,0.28,23.0,0.0
8135,480.47,167.01,0.0294,0.245,23.0,0.0
8136,480.47,170.51,0.0247,0.206,23.0,0.0
8137,480.47,171.17,0.0237,0.197,23.0,0.0
8138,480.47,174.0,0.0198,0.165,23.0,0.0
8139,480.47,177.5,0.0169,0.14,23.0,0.0
8140,480.47,180.35,0.0149,0.124,24.0,0.0
8141,480.47,180.99,0.0145,0.121,24.0,0.0
8142,480.47,184.49,0.0125,0.104,24.0,0.0
8143,480.47,187.98,0.0107,0.0894,24.0,0.0
8144,480.47,188.7,0.0104,0.0865,24.0,0.0
8145,480.47,191.48,0.00911,0.0759,24.0,0.0
8146,480.47,194.97,0.00763,0.0636,24.0,0.0
8147,480.47,196.18,0.00714,0.0595,25.0,0.0
8148,480.47,198.47,0.00625,0.0521,25.0,0.0
8149,480.47,200.38,0.00555,0.0463,25.0,0.0
8150,480.47,201.96,0.00499,0.0416,25.0,0.0
8151,480.47,205.46,0.00384,0.032,25.0,0.0
8152,480.47,208.95,0.00284,0.0236,26.0,0.0
8153,480.47,212.45,0.00199,0.0166,26.0,0.0
8154,480.47,212.84,0.0019,0.0159,26.0,0.0
8155,480.47,215.94,0.00132,0.011,27.0,0.0
8156,480.47,219.44,0.000838,0.00699,27.0,0.0
8157,480.47,222.32,0.000559,0.00466,28.0,0.0
8158,480.47,222.93,0.000512,0.00427,28.0,0.0
8159,480.47,226.43,0.000309,0.00257,28.0,0.0
8160,480.47,229.92,0.000191,0.00159,28.0,0.0
8161,480.47,231.06,0.000165,0.00138,29.0,0.0
8162,480.47,233.42,0.000129,0.00108,29.0,0.0
8163,480.47,236.91,0.000114,0.000954,29.0,0.0
8164,480.47,237.44,0.000117,0.000979,29.0,0.0
8165,480.47,327.73,0.0157,0.131,24.0,0.0
8166,480.47,450.11,0.0228,0.19,24.0,0.0
8167,480.47,515.03,0.00979,0.0816,25.0,0.0
8168,480.47,588.03,0.00742,0.0618,25.0,0.0
8169,480.47,586.41,0.00744,0.062,25.0,0.0
8170,480.47,585.58,0.00745,0.0621,25.0,0.0
8171,480.47,583.12,0.00749,0.0624,25.0,0.0
8172,480.47,582.92,0.00749,0.0624,25.0,0.0
8173,480.47,580.67,0.00752,0.0627,25.0,0.0
8174,480.47,579.42,0.00754,0.0629,25.0,0.0
8175,480.47,578.21,0.00756,0.063,25.0,0.0
8176,480.47,575.93,0.0076,0.0633,25.0,0.0
8177,480.47,575.76,0.0076,0.0634,25.0,0.0
8178,480.47,573.33,0.00765,0.0637,25.0,0.0
8179,480.47,572.43,0.00766,0.0638,25.0,0.0
8180,480.47,571.02,0.00769,0.0641,25.0,0.0
8181,480.47,568.94,0.00773,0.0644,25.0,0.0
8182,480.47,568.87,0.00773,0.0644,25.0,0.0
8183,480.47,567.35,0.00776,0.0647,25.0,0.0
8184,480.47,565.86,0.00779,0.0649,25.0,0.0
8185,480.47,565.44,0.0078,0.065,25.0,0.0
8186,480.47,564.37,0.00782,0.0652,25.0,0.0
8187,480.47,562.88,0.00785,0.0654,25.0,0.0
8188,480.47,561.95,0.00787,0.0656,25.0,0.0
8189,480.47,558.45,0.00796,0.0663,25.0,0.0
8190,480.47,557.76,0.00797,0.0664,25.0,0.0
8191,480.47,554.96,0.00804,0.067,25.0,0.0
8192,480.47,551.46,0.00814,0.0678,25.0,0.0
8193,480.47,549.1,0.00821,0.0684,25.0,0.0
8194,480.47,547.97,0.00824,0.0687,25.0,0.0
8195,480.47,544.47,0.00835,0.0696,25.0,0.0
8196,480.47,540.98,0.00847,0.0706,25.0,0.0
8197,480.47,537.48,0.0086,0.0717,25.0,0.0
8198,480.47,533.99,0.00874,0.0728,25.0,0.0
8199,480.47,531.44,0.00885,0.0738,25.0,0.0
8200,480.47,530.49,0.0089,0.0741,25.0,0.0
8201,480.47,527.0,0.00907,0.0755,25.0,0.0
8202,480.47,523.5,0.00925,0.0771,25.0,0.0
8203,480.47,453.6,0.0225,0.188,24.0,0.0
8204,480.47,451.25,0.0227,0.19,24.0,0.0
8205,480.47,450.11,0.0228,0.19,24.0,0.0
8206,480.47,446.61,0.023,0.192,24.0,0.0
8207,480.47,443.12,0.0231,0.193,24.0,0.0
8208,480.47,299.82,0.0113,0.094,24.0,0.0
8209,480.47,264.87,0.00398,0.0332,25.0,0.0
8210,480.47,121.58,0.113,0.939,21.0,0.0
8211,480.47,2.7475,118.0,1.0,10.0,0.0
8212,487.86,72.91,0.44,1.0,19.0,0.0
8213,487.86,76.142,0.401,1.0,19.0,0.0
8214,487.86,77.744,0.383,1.0,19.0,0.0
8215,487.86,79.637,0.363,1.0,20.0,0.0
8216,487.86,81.93,0.341,1.0,20.0,0.0
8217,487.86,83.132,0.33,1.0,20.0,0.0
8218,487.86,86.627,0.3,1.0,20.0,0.0
8219,487.86,90.122,0.273,1.0,20.0,0.0
8220,487.86,92.493,0.256,1.0,20.0,0.0
8221,487.86,93.617,0.249,1.0,20.0,0.0
8222,487.86,97.112,0.227,1.0,20.0,0.0
8223,487.86,98.772,0.218,1.0,20.0,0.0
8224,487.86,100.61,0.208,1.0,20.0,0.0
8225,487.86,102.06,0.2,1.0,20.0,0.0
8226,487.86,104.1,0.19,1.0,20.0,0.0
8227,487.86,105.06,0.185,1.0,20.0,0.0
8228,487.86,107.6,0.174,1.0,21.0,0.0
8229,487.86,108.95,0.168,1.0,21.0,0.0
8230,487.86,111.09,0.159,1.0,21.0,0.0
8231,487.86,112.83,0.152,1.0,21.0,0.0
8232,487.86,114.59,0.145,1.0,21.0,0.0
8233,487.86,116.75,0.138,1.0,21.0,0.0
8234,487.86,118.08,0.133,1.0,21.0,0.0
8235,487.86,121.58,0.122,1.0,21.0,0.0
8236,487.86,124.97,0.112,0.93,21.0,0.0
8237,487.86,125.07,0.111,0.927,21.0,0.0
8238,487.86,128.57,0.102,0.847,21.0,0.0
8239,487.86,132.06,0.0928,0.773,21.0,0.0
8240,487.86,133.19,0.0901,0.751,21.0,0.0
8241,487.86,135.56,0.0846,0.705,22.0,0.0
8242,487.86,139.05,0.0771,0.642,22.0,0.0
8243,487.86,142.55,0.0701,0.584,22.0,0.0
8244,487.86,144.15,0.0671,0.559,22.0,0.0
8245,487.86,146.04,0.0636,0.53,22.0,0.0
8246,487.86,149.54,0.0576,0.48,22.0,0.0
8247,487.86,149.89,0.0571,0.476,22.0,0.0
8248,487.86,153.03,0.0521,0.434,22.0,0.0
8249,487.86,153.87,0.0508,0.424,22.0,0.0
8250,487.86,156.53,0.0469,0.391,22.0,0.0
8251,487.86,160.02,0.0421,0.351,22.0,0.0
8252,487.86,161.99,0.0395,0.329,23.0,0.0
8253,487.86,163.52,0.0376,0.313,23.0,0.0
8254,487.86,167.01,0.033,0.275,23.0,0.0
8255,487.86,170.51,0.0277,0.231,23.0,0.0
8256,487.86,171.17,0.0266,0.222,23.0,0.0
8257,487.86,174.0,0.0223,0.186,23.0,0.0
8258,487.86,177.5,0.019,0.158,23.0,0.0
8259,487.86,180.35,0.0169,0.141,23.0,0.0
8260,487.86,180.99,0.0165,0.137,24.0,0.0
8261,487.86,184.49,0.0143,0.119,24.0,0.0
8262,487.86,187.98,0.0124,0.103,24.0,0.0
8263,487.86,188.7,0.012,0.1,24.0,0.0
8264,487.86,191.48,0.0107,0.0889,24.0,0.0
8265,487.86,194.97,0.00909,0.0757,24.0,0.0
8266,487.86,196.18,0.00857,0.0714,24.0,0.0
8267,487.86,198.47,0.00761,0.0634,25.0,0.0
8268,487.86,200.38,0.00685,0.0571,25.0,0.0
8269,487.86,201.96,0.00625,0.0521,25.0,0.0
8270,487.86,205.46,0.00499,0.0416,25.0,0.0
8271,487.86,208.95,0.00384,0.032,25.0,0.0
8272,487.86,212.45,0.00283,0.0236,26.0,0.0
8273,487.86,212.84,0.00273,0.0228,26.0,0.0
8274,487.86,215.94,0.00199,0.0166,26.0,0.0
8275,487.86,219.44,0.00133,0.0111,27.0,0.0
8276,487.86,222.32,0.00092,0.00767,27.0,0.0
8277,487.86,222.93,0.000849,0.00707,27.0,0.0
8278,487.86,226.43,0.000522,0.00435,28.0,0.0
8279,487.86,229.92,0.000317,0.00264,28.0,0.0
8280,487.86,231.06,0.00027,0.00225,28.0,0.0
8281,487.86,233.42,0.000197,0.00164,28.0,0.0
8282,487.86,236.91,0.000135,0.00112,29.0,0.0
8283,487.86,237.44,0.000129,0.00107,29.0,0.0
8284,487.86,327.73,0.0157,0.131,24.0,0.0
8285,487.86,450.11,0.0243,0.202,24.0,0.0
8286,487.86,515.03,0.0108,0.0903,25.0,0.0
8287,487.86,588.03,0.00783,0.0652,25.0,0.0
8288,487.86,586.41,0.00785,0.0654,25.0,0.0
8289,487.86,585.58,0.00787,0.0656,25.0,0.0
8290,487.86,583.12,0.00791,0.0659,25.0,0.0
8291,487.86,582.92,0.00791,0.0659,25.0,0.0
8292,487.86,580.67,0.00795,0.0663,25.0,0.0
8293,487.86,579.42,0.00798,0.0665,25.0,0.0
8294,487.86,578.21,0.008,0.0667,25.0,0.0
8295,487.86,575.93,0.00805,0.0671,25.0,0.0
8296,487.86,575.76,0.00805,0.0671,25.0,0.0
8297,487.86,573.33,0.0081,0.0675,25.0,0.0
8298,487.86,572.43,0.00812,0.0677,25.0,0.0
8299,487.86,571.02,0.00816,0.068,25.0,0.0
8300,487.86,568.94,0.0082,0.0684,25.0,0.0
8301,487.86,568.87,0.00821,0.0684,25.0,0.0
8302,487.86,567.35,0.00824,0.0687,25.0,0.0
8303,487.86,565.86,0.00828,0.069,25.0,0.0
8304,487.86,565.44,0.00829,0.0691,25.0,0.0
8305,487.86,564.37,0.00832,0.0693,25.0,0.0
8306,487.86,562.88,0.00836,0.0697,25.0,0.0
8307,487.86,561.95,0.00838,0.0699,25.0,0.0
8308,487.86,558.45,0.00848,0.0707,25.0,0.0
8309,487.86,557.76,0.0085,0.0709,25.0,0.0
8310,487.86,554.96,0.00859,0.0716,25.0,0.0
8311,487.86,551.46,0.00871,0.0726,25.0,0.0
8312,487.86,549.1,0.00879,0.0733,25.0,0.0
8313,487.86,547.97,0.00884,0.0736,25.0,0.0
8314,487.86,544.47,0.00898,0.0748,25.0,0.0
8315,487.86,540.98,0.00913,0.076,25.0,0.0
8316,487.86,537.48,0.00929,0.0774,25.0,0.0
8317,487.86,533.99,0.00947,0.0789,25.0,0.0
8318,487.86,531.44,0.00961,0.0801,25.0,0.0
8319,487.86,530.49,0.00967,0.0806,25.0,0.0
8320,487.86,527.0,0.00989,0.0824,25.0,0.0
8321,487.86,523.5,0.0101,0.0844,25.0,0.0
8322,487.86,453.6,0.0242,0.202,24.0,0.0
8323,487.86,451.25,0.0243,0.202,24.0,0.0
8324,487.86,450.11,0.0243,0.202,24.0,0.0
8325,487.86,446.61,0.0243,0.203,24.0,0.0
8326,487.86,443.12,0.0243,0.202,24.0,0.0
8327,487.86,299.82,0.0108,0.0898,24.0,0.0
8328,487.86,264.87,0.00325,0.0271,25.0,0.0
8329,487.86,121.58,0.122,1.0,21.0,0.0
8330,487.86,2.7475,124.0,1.0,10.0,0.0
8331,498.83,72.91,0.481,1.0,19.0,0.0
8332,498.83,76.142,0.439,1.0,19.0,0.0
8333,498.83,77.744,0.419,1.0,19.0,0.0
8334,498.83,79.637,0.398,1.0,19.0,0.0
8335,498.83,81.93,0.374,1.0,20.0,0.0
8336,498.83,83.132,0.362,1.0,20.0,0.0
8337,498.83,86.627,0.329,1.0,20.0,0.0
8338,498.83,90.122,0.3,1.0,20.0,0.0
8339,498.83,92.493,0.282,1.0,20.0,0.0
8340,498.83,93.617,0.274,1.0,20.0,0.0
8341,498.83,97.112,0.251,1.0,20.0,0.0
8342,498.83,98.772,0.24,1.0,20.0,0.0
8343,498.83,100.61,0.229,1.0,20.0,0.0
8344,498.83,102.06,0.221,1.0,20.0,0.0
8345,498.83,104.1,0.21,1.0,20.0,0.0
8346,498.83,105.06,0.205,1.0,20.0,0.0
8347,498.83,107.6,0.192,1.0,20.0,0.0
8348,498.83,108.95,0.186,1.0,21.0,0.0
8349,498.83,111.09,0.176,1.0,21.0,0.0
8350,498.83,112.83,0.169,1.0,21.0,0.0
8351,498.83,114.59,0.162,1.0,21.0,0.0
8352,498.83,116.75,0.153,1.0,21.0,0.0
8353,498.83,118.08,0.148,1.0,21.0,0.0
8354,498.83,121.58,0.136,1.0,21.0,0.0
8355,498.83,124.97,0.125,1.0,21.0,0.0
8356,498.83,125.07,0.125,1.0,21.0,0.0
8357,498.83,128.57,0.114,0.95,21.0,0.0
8358,498.83,132.06,0.104,0.87,21.0,0.0
8359,498.83,133.19,0.101,0.845,21.0,0.0
8360,498.83,135.56,0.0955,0.796,21.0,0.0
8361,498.83,139.05,0.0872,0.727,22.0,0.0
8362,498.83,142.55,0.0796,0.663,22.0,0.0
8363,498.83,144.15,0.0763,0.636,22.0,0.0
8364,498.83,146.04,0.0725,0.604,22.0,0.0
8365,498.83,149.54,0.066,0.55,22.0,0.0
8366,498.83,149.89,0.0653,0.544,22.0,0.0
8367,498.83,153.03,0.0599,0.499,22.0,0.0
8368,498.83,153.87,0.0585,0.487,22.0,0.0
8369,498.83,156.53,0.0542,0.452,22.0,0.0
8370,498.83,160.02,0.0489,0.408,22.0,0.0
8371,498.83,161.99,0.046,0.384,22.0,0.0
8372,498.83,163.52,0.0438,0.365,22.0,0.0
8373,498.83,167.01,0.0386,0.322,23.0,0.0
8374,498.83,170.51,0.0326,0.272,23.0,0.0
8375,498.83,171.17,0.0312,0.26,23.0,0.0
8376,498.83,174.0,0.0261,0.218,23.0,0.0
8377,498.83,177.5,0.0224,0.187,23.0,0.0
8378,498.83,180.35,0.0201,0.167,23.0,0.0
8379,498.83,180.99,0.0196,0.163,23.0,0.0
8380,498.83,184.49,0.0172,0.143,23.0,0.0
8381,498.83,187.98,0.0151,0.126,24.0,0.0
8382,498.83,188.7,0.0147,0.122,24.0,0.0
8383,498.83,191.48,0.0132,0.11,24.0,0.0
8384,498.83,194.97,0.0114,0.0952,24.0,0.0
8385,498.83,196.18,0.0109,0.0905,24.0,0.0
8386,498.83,198.47,0.00981,0.0817,24.0,0.0
8387,498.83,200.38,0.00897,0.0748,24.0,0.0
8388,498.83,201.96,0.0083,0.0692,24.0,0.0
8389,498.83,205.46,0.00689,0.0574,25.0,0.0
8390,498.83,208.95,0.00558,0.0465,25.0,0.0
8391,498.83,212.45,0.00438,0.0365,25.0,0.0
8392,498.83,212.84,0.00425,0.0354,25.0,0.0
8393,498.83,215.94,0.0033,0.0275,26.0,0.0
8394,498.83,219.44,0.00238,0.0198,26.0,0.0
8395,498.83,222.32,0.00175,0.0146,26.0,0.0
8396,498.83,222.93,0.00164,0.0136,26.0,0.0
8397,498.83,226.43,0.00107,0.00895,27.0,0.0
8398,498.83,229.92,0.000677,0.00564,27.0,0.0
8399,498.83,231.06,0.000579,0.00483,28.0,0.0
8400,498.83,233.42,0.000417,0.00347,28.0,0.0
8401,498.83,236.91,0.000258,0.00215,28.0,0.0
8402,498.83,237.44,0.000241,0.00201,28.0,0.0
8403,498.83,327.73,0.0154,0.128,24.0,0.0
8404,498.83,450.11,0.0261,0.217,24.0,0.0
8405,498.83,515.03,0.0129,0.107,25.0,0.0
8406,498.83,588.03,0.0085,0.0709,25.0,0.0
8407,498.83,586.41,0.00854,0.0712,25.0,0.0
8408,498.83,585.58,0.00856,0.0713,25.0,0.0
8409,498.83,583.12,0.00862,0.0718,25.0,0.0
8410,498.83,582.92,0.00862,0.0718,25.0,0.0
8411,498.83,580.67,0.00868,0.0723,25.0,0.0
8412,498.83,579.42,0.00871,0.0726,25.0,0.0
8413,498.83,578.21,0.00874,0.0728,25.0,0.0
8414,498.83,575.93,0.0088,0.0733,25.0,0.0
8415,498.83,575.76,0.00881,0.0734,25.0,0.0
8416,498.83,573.33,0.00888,0.074,25.0,0.0
8417,498.83,572.43,0.0089,0.0742,25.0,0.0
8418,498.83,571.02,0.00895,0.0746,25.0,0.0
8419,498.83,568.94,0.00901,0.0751,25.0,0.0
8420,498.83,568.87,0.00901,0.0751,25.0,0.0
8421,498.83,567.35,0.00907,0.0755,25.0,0.0
8422,498.83,565.86,0.00912,0.076,25.0,0.0
8423,498.83,565.44,0.00913,0.0761,25.0,0.0
8424,498.83,564.37,0.00917,0.0764,25.0,0.0
8425,498.83,562.88,0.00922,0.0769,25.0,0.0
8426,498.83,561.95,0.00926,0.0772,25.0,0.0
8427,498.83,558.45,0.0094,0.0783,25.0,0.0
8428,498.83,557.76,0.00943,0.0785,25.0,0.0
8429,498.83,554.96,0.00955,0.0796,25.0,0.0
8430,498.83,551.46,0.00971,0.0809,25.0,0.0
8431,498.83,549.1,0.00983,0.0819,25.0,0.0
8432,498.83,547.97,0.00989,0.0824,25.0,0.0
8433,498.83,544.47,0.0101,0.0841,25.0,0.0
8434,498.83,540.98,0.0103,0.0858,25.0,0.0
8435,498.83,537.48,0.0105,0.0878,25.0,0.0
8436,498.83,533.99,0.0108,0.09,25.0,0.0
8437,498.83,531.44,0.011,0.0917,25.0,0.0
8438,498.83,530.49,0.0111,0.0924,25.0,0.0
8439,498.83,527.0,0.0114,0.0951,25.0,0.0
8440,498.83,523.5,0.0118,0.0981,25.0,0.0
8441,498.83,453.6,0.0261,0.218,24.0,0.0
8442,498.83,451.25,0.0261,0.217,24.0,0.0
8443,498.83,450.11,0.0261,0.217,24.0,0.0
8444,498.83,446.61,0.026,0.216,24.0,0.0
8445,498.83,443.12,0.0259,0.215,24.0,0.0
8446,498.83,299.82,0.00989,0.0824,24.0,0.0
8447,498.83,264.87,0.00222,0.0185,26.0,0.0
8448,498.83,121.58,0.136,1.0,21.0,0.0
8449,498.83,2.7475,134.0,1.0,10.0,0.0
8450,500.49,72.91,0.488,1.0,19.0,0.0
8451,500.49,76.142,0.445,1.0,19.0,0.0
8452,500.49,77.744,0.425,1.0,19.0,0.0
8453,500.49,79.637,0.403,1.0,19.0,0.0
8454,500.49,81.93,0.379,1.0,19.0,0.0
8455,500.49,83.132,0.367,1.0,20.0,0.0
8456,500.49,86.627,0.334,1.0,20.0,0.0
8457,500.49,90.122,0.304,1.0,20.0,0.0
8458,500.49,92.493,0.286,1.0,20.0,0.0
8459,500.49,93.617,0.278,1.0,20.0,0.0
8460,500.49,97.112,0.254,1.0,20.0,0.0
8461,500.49,98.772,0.244,1.0,20.0,0.0
8462,500.49,100.61,0.233,1.0,20.0,0.0
8463,500.49,102.06,0.224,1.0,20.0,0.0
8464,500.49,104.1,0.213,1.0,20.0,0.0
8465,500.49,105.06,0.208,1.0,20.0,0.0
8466,500.49,107.6,0.195,1.0,20.0,0.0
8467,500.49,108.95,0.189,1.0,21.0,0.0
8468,500.49,111.09,0.179,1.0,21.0,0.0
8469,500.49,112.83,0.172,1.0,21.0,0.0
8470,500.49,114.59,0.164,1.0,21.0,0.0
8471,500.49,116.75,0.156,1.0,21.0,0.0
8472,500.49,118.08,0.151,1.0,21.0,0.0
8473,500.49,121.58,0.138,1.0,21.0,0.0
8474,500.49,124.97,0.127,1.0,21.0,0.0
8475,500.49,125.07,0.127,1.0,21.0,0.0
8476,500.49,128.57,0.116,0.967,21.0,0.0
8477,500.49,132.06,0.106,0.885,21.0,0.0
8478,500.49,133.19,0.103,0.86,21.0,0.0
8479,500.49,135.56,0.0972,0.81,21.0,0.0
8480,500.49,139.05,0.0888,0.74,22.0,0.0
8481,500.49,142.55,0.0811,0.676,22.0,0.0
8482,500.49,144.15,0.0777,0.648,22.0,0.0
8483,500.49,146.04,0.0739,0.616,22.0,0.0
8484,500.49,149.54,0.0673,0.561,22.0,0.0
8485,500.49,149.89,0.0666,0.555,22.0,0.0
8486,500.49,153.03,0.0611,0.509,22.0,0.0
8487,500.49,153.87,0.0597,0.498,22.0,0.0
8488,500.49,156.53,0.0554,0.461,22.0,0.0
8489,500.49,160.02,0.05,0.417,22.0,0.0
8490,500.49,161.99,0.0471,0.392,22.0,0.0
8491,500.49,163.52,0.0448,0.374,22.0,0.0
8492,500.49,167.01,0.0395,0.329,23.0,0.0
8493,500.49,170.51,0.0334,0.278,23.0,0.0
8494,500.49,171.17,0.032,0.266,23.0,0.0
8495,500.49,174.0,0.0268,0.223,23.0,0.0
8496,500.49,177.5,0.023,0.191,23.0,0.0
8497,500.49,180.35,0.0206,0.171,23.0,0.0
8498,500.49,180.99,0.0201,0.167,23.0,0.0
8499,500.49,184.49,0.0176,0.147,23.0,0.0
8500,500.49,187.98,0.0155,0.129,24.0,0.0
8501,500.49,188.7,0.0151,0.126,24.0,0.0
8502,500.49,191.48,0.0136,0.113,24.0,0.0
8503,500.49,194.97,0.0118,0.0983,24.0,0.0
8504,500.49,196.18,0.0112,0.0935,24.0,0.0
8505,500.49,198.47,0.0102,0.0847,24.0,0.0
8506,500.49,200.38,0.00931,0.0776,24.0,0.0
8507,500.49,201.96,0.00863,0.0719,24.0,0.0
8508,500.49,205.46,0.0072,0.06,25.0,0.0
8509,500.49,208.95,0.00587,0.0489,25.0,0.0
8510,500.49,212.45,0.00464,0.0386,25.0,0.0
8511,500.49,212.84,0.00451,0.0376,25.0,0.0
8512,500.49,215.94,0.00353,0.0294,26.0,0.0
8513,500.49,219.44,0.00257,0.0215,26.0,0.0
8514,500.49,222.32,0.00191,0.0159,26.0,0.0
8515,500.49,222.93,0.00179,0.0149,26.0,0.0
8516,500.49,226.43,0.00119,0.00989,27.0,0.0
8517,500.49,229.92,0.000755,0.00629,27.0,0.0
8518,500.49,231.06,0.000647,0.00539,27.0,0.0
8519,500.49,233.42,0.000467,0.00389,28.0,0.0
8520,500.49,236.91,0.000289,0.00241,28.0,0.0
8521,500.49,237.44,0.000269,0.00224,28.0,0.0
8522,500.49,327.73,0.0153,0.128,24.0,0.0
8523,500.49,450.11,0.0263,0.219,24.0,0.0
8524,500.49,515.03,0.0132,0.11,25.0,0.0
8525,500.49,588.03,0.00861,0.0718,25.0,0.0
8526,500.49,586.41,0.00865,0.0721,25.0,0.0
8527,500.49,585.58,0.00867,0.0723,25.0,0.0
8528,500.49,583.12,0.00873,0.0728,25.0,0.0
8529,500.49,582.92,0.00874,0.0728,25.0,0.0
8530,500.49,580.67,0.00879,0.0733,25.0,0.0
8531,500.49,579.42,0.00883,0.0736,25.0,0.0
8532,500.49,578.21,0.00886,0.0738,25.0,0.0
8533,500.49,575.93,0.00893,0.0744,25.0,0.0
8534,500.49,575.76,0.00893,0.0744,25.0,0.0
8535,500.49,573.33,0.009,0.075,25.0,0.0
8536,500.49,572.43,0.00903,0.0753,25.0,0.0
8537,500.49,571.02,0.00908,0.0756,25.0,0.0
8538,500.49,568.94,0.00915,0.0762,25.0,0.0
8539,500.49,568.87,0.00915,0.0762,25.0,0.0
8540,500.49,567.35,0.0092,0.0767,25.0,0.0
8541,500.49,565.86,0.00926,0.0771,25.0,0.0
8542,500.49,565.44,0.00927,0.0773,25.0,0.0
8543,500.49,564.37,0.00931,0.0776,25.0,0.0
8544,500.49,562.88,0.00937,0.0781,25.0,0.0
8545,500.49,561.95,0.00941,0.0784,25.0,0.0
8546,500.49,558.45,0.00955,0.0796,25.0,0.0
8547,500.49,557.76,0.00958,0.0798,25.0,0.0
8548,500.49,554.96,0.00971,0.0809,25.0,0.0
8549,500.49,551.46,0.00988,0.0823,25.0,0.0
8550,500.49,549.1,0.01,0.0834,25.0,0.0
8551,500.49,547.97,0.0101,0.0839,25.0,0.0
8552,500.49,544.47,0.0103,0.0856,25.0,0.0
8553,500.49,540.98,0.0105,0.0875,25.0,0.0
8554,500.49,537.48,0.0108,0.0896,25.0,0.0
8555,500.49,533.99,0.011,0.0919,25.0,0.0
8556,500.49,531.44,0.0113,0.0938,25.0,0.0
8557,500.49,530.49,0.0113,0.0945,25.0,0.0
8558,500.49,527.0,0.0117,0.0974,25.0,0.0
8559,500.49,523.5,0.0121,0.101,25.0,0.0
8560,500.49,453.6,0.0264,0.22,24.0,0.0
8561,500.49,451.25,0.0263,0.219,24.0,0.0
8562,500.49,450.11,0.0263,0.219,24.0,0.0
8563,500.49,446.61,0.0262,0.218,24.0,0.0
8564,500.49,443.12,0.0261,0.217,24.0,0.0
8565,500.49,299.82,0.00974,0.0811,24.0,0.0
8566,500.49,264.87,0.00207,0.0172,26.0,0.0
8567,500.49,121.58,0.138,1.0,21.0,0.0
8568,500.49,2.7475,136.0,1.0,10.0,0.0
8569,700.69,72.91,1.8,1.0,18.0,0.0
8570,700.69,76.142,1.66,1.0,18.0,0.0
8571,700.69,77.744,1.59,1.0,18.0,0.0
8572,700.69,79.637,1.52,1.0,18.0,0.0
8573,700.69,81.93,1.44,1.0,18.0,0.0
8574,700.69,83.132,1.4,1.0,18.0,0.0
8575,700.69,86.627,1.29,1.0,18.0,0.0
8576,700.69,90.122,1.19,1.0,18.0,0.0
8577,700.69,92.493,1.13,1.0,18.0,0.0
8578,700.69,93.617,1.1,1.0,19.0,0.0
8579,700.69,97.112,1.02,1.0,19.0,0.0
8580,700.69,98.772,0.985,1.0,19.0,0.0
8581,700.69,100.61,0.948,1.0,19.0,0.0
8582,700.69,102.06,0.92,1.0,19.0,0.0
8583,700.69,104.1,0.882,1.0,19.0,0.0
8584,700.69,105.06,0.865,1.0,19.0,0.0
8585,700.69,107.6,0.821,1.0,19.0,0.0
8586,700.69,108.95,0.799,1.0,19.0,0.0
8587,700.69,111.09,0.766,1.0,19.0,0.0
8588,700.69,112.83,0.74,1.0,19.0,0.0
8589,700.69,114.59,0.715,1.0,19.0,0.0
8590,700.69,116.75,0.686,1.0,19.0,0.0
8591,700.69,118.08,0.669,1.0,19.0,0.0
8592,700.69,121.58,0.625,1.0,19.0,0.0
8593,700.69,124.97,0.587,1.0,19.0,0.0
8594,700.69,125.07,0.586,1.0,19.0,0.0
