Run,MY1,Mchi,Omegah2,xsi,x_f,sigmav_xf
121,340.33,180.35,1.2,1.0,17.0,0.0
122,340.33,200.38,0.0953,0.794,21.0,0.0
123,340.33,237.44,0.0686,0.572,21.0,0.0
124,340.33,299.0,0.0365,0.304,22.0,0.0
125,340.33,327.73,0.0169,0.141,23.0,0.0
126,340.33,450.11,0.00568,0.0474,24.0,0.0
127,340.33,515.03,0.000176,0.00146,28.0,0.0
128,340.33,588.03,0.00109,0.0091,26.0,0.0
129,340.33,620.0,0.00398,0.0331,25.0,0.0
130,340.33,680.0,0.0067,0.0559,24.0,0.0
131,340.33,740.0,0.00747,0.0622,24.0,0.0
132,340.33,799.0,0.00696,0.058,25.0,0.0
133,340.33,860.0,0.00298,0.0249,26.0,0.0
134,396.34,72.91,0.00282,0.0235,26.0,0.0
135,396.34,81.93,0.00267,0.0223,26.0,0.0
136,396.34,98.772,0.0026,0.0217,26.0,0.0
137,396.34,116.75,0.00246,0.0205,27.0,0.0
138,396.34,135.56,0.00231,0.0193,27.0,0.0
139,396.34,160.02,0.00217,0.0181,27.0,0.0
140,396.34,180.35,0.00202,0.0168,27.0,0.0
141,396.34,200.38,2.1,1.0,16.0,0.0
142,396.34,237.44,0.186,1.0,20.0,0.0
143,396.34,299.0,0.14,1.0,21.0,0.0
144,396.34,327.73,0.0823,0.686,21.0,0.0
145,396.34,450.11,0.0459,0.382,22.0,0.0
146,396.34,515.03,0.0229,0.191,23.0,0.0
147,396.34,588.03,0.00657,0.0547,24.0,0.0
148,396.34,620.0,0.000667,0.00556,27.0,0.0
149,396.34,680.0,0.000251,0.00209,28.0,0.0
150,396.34,740.0,0.00591,0.0492,25.0,0.0
151,396.34,799.0,0.0111,0.0922,24.0,0.0
152,396.34,860.0,0.0119,0.0989,24.0,0.0
153,439.64,72.91,0.00516,0.043,25.0,0.0
154,439.64,81.93,0.00443,0.0369,26.0,0.0
155,439.64,98.772,0.00416,0.0346,26.0,0.0
156,439.64,116.75,0.00407,0.0339,26.0,0.0
157,439.64,135.56,0.00391,0.0326,26.0,0.0
158,439.64,160.02,0.00373,0.0311,26.0,0.0
159,439.64,180.35,0.00354,0.0295,26.0,0.0
160,439.64,200.38,0.00334,0.0278,27.0,0.0
161,439.64,237.44,3.06,1.0,16.0,0.0
162,439.64,299.0,0.288,1.0,20.0,0.0
163,439.64,327.73,0.22,1.0,20.0,0.0
164,439.64,450.11,0.136,1.0,21.0,0.0
165,439.64,515.03,0.0814,0.679,21.0,0.0
166,439.64,588.03,0.0462,0.385,22.0,0.0
167,439.64,620.0,0.0191,0.159,23.0,0.0
168,439.64,680.0,0.00596,0.0497,25.0,0.0
169,439.64,740.0,0.000761,0.00634,27.0,0.0
170,439.64,799.0,0.00245,0.0204,26.0,0.0
171,439.64,860.0,0.0124,0.103,24.0,0.0
172,498.83,72.91,0.0147,0.123,24.0,0.0
173,498.83,81.93,0.0097,0.0808,25.0,0.0
174,498.83,98.772,0.00634,0.0528,25.0,0.0
175,498.83,116.75,0.0056,0.0467,26.0,0.0
176,498.83,135.56,0.00545,0.0454,26.0,0.0
177,498.83,160.02,0.00525,0.0437,26.0,0.0
178,498.83,180.35,0.00505,0.0421,26.0,0.0
179,498.83,200.38,0.00485,0.0404,26.0,0.0
180,498.83,237.44,0.00462,0.0385,26.0,0.0
181,498.83,299.0,4.85,1.0,15.0,0.0
182,498.83,327.73,0.481,1.0,19.0,0.0
183,498.83,450.11,0.374,1.0,20.0,0.0
184,498.83,515.03,0.24,1.0,20.0,0.0
185,498.83,588.03,0.153,1.0,21.0,0.0
186,498.83,620.0,0.0955,0.796,21.0,0.0
187,498.83,680.0,0.0489,0.408,22.0,0.0
188,498.83,740.0,0.0201,0.167,23.0,0.0
189,498.83,799.0,0.00897,0.0748,24.0,0.0
190,498.83,860.0,0.000241,0.00201,28.0,0.0
191,700.69,72.91,0.0097,0.0809,24.0,0.0
192,700.69,81.93,0.0154,0.128,24.0,0.0
193,700.69,98.772,0.0261,0.217,24.0,0.0
194,700.69,116.75,0.0129,0.107,25.0,0.0
195,700.69,135.56,0.0085,0.0709,25.0,0.0
196,700.69,160.02,0.00797,0.0664,25.0,0.0
197,700.69,180.35,0.00746,0.0622,25.0,0.0
198,700.69,200.38,0.00716,0.0597,26.0,0.0
199,700.69,237.44,0.00693,0.0577,26.0,0.0
200,700.69,299.0,0.00667,0.0556,26.0,0.0
201,700.69,327.73,16.5,1.0,14.0,0.0
202,700.69,450.11,1.8,1.0,18.0,0.0
203,700.69,515.03,1.44,1.0,18.0,0.0
204,700.69,588.03,0.985,1.0,19.0,0.0
205,700.69,620.0,0.686,1.0,19.0,0.0
206,700.69,680.0,0.483,1.0,20.0,0.0
207,700.69,740.0,0.31,1.0,20.0,0.0
208,700.69,799.0,0.134,1.0,21.0,0.0
209,700.69,860.0,0.0894,0.745,22.0,0.0
210,1000.1,72.91,0.0486,0.405,23.0,0.0
211,1000.1,81.93,0.00784,0.0653,25.0,0.0
212,1000.1,98.772,0.000796,0.00663,27.0,0.0
213,1000.1,116.75,0.0313,0.261,24.0,0.0
214,1000.1,135.56,0.0524,0.436,23.0,0.0
215,1000.1,160.02,0.0693,0.577,23.0,0.0
216,1000.1,180.35,0.0746,0.622,23.0,0.0
217,1000.1,200.38,0.0607,0.505,23.0,0.0
218,1000.1,237.44,0.0257,0.214,24.0,0.0
219,1000.1,299.0,0.0195,0.163,25.0,0.0
220,1000.1,327.73,0.0173,0.144,25.0,0.0
221,1000.1,450.11,58.5,1.0,13.0,0.0
222,1000.1,515.03,6.8,1.0,16.0,0.0
223,1000.1,588.03,5.51,1.0,17.0,0.0
224,1000.1,620.0,3.89,1.0,17.0,0.0
225,1000.1,680.0,2.82,1.0,18.0,0.0
226,1000.1,740.0,2.09,1.0,18.0,0.0
227,1000.1,799.0,1.45,1.0,19.0,0.0
228,1000.1,860.0,0.61,1.0,20.0,0.0
229,1201.2,72.91,0.431,1.0,20.0,0.0
230,1201.2,81.93,0.295,1.0,21.0,0.0
231,1201.2,98.772,0.164,1.0,22.0,0.0
232,1201.2,116.75,0.119,0.988,22.0,0.0
233,1201.2,135.56,0.00482,0.0402,26.0,0.0
234,1201.2,160.02,0.00335,0.0279,26.0,0.0
235,1201.2,180.35,0.0352,0.293,24.0,0.0
236,1201.2,200.38,0.0541,0.451,23.0,0.0
237,1201.2,237.44,0.0919,0.766,23.0,0.0
238,1201.2,299.0,0.129,1.0,23.0,0.0
239,1201.2,327.73,0.163,1.0,22.0,0.0
240,1201.2,450.11,0.194,1.0,22.0,0.0
241,1201.2,515.03,112.0,1.0,12.0,0.0
242,1201.2,588.03,13.3,1.0,16.0,0.0
243,1201.2,620.0,10.8,1.0,16.0,0.0
244,1201.2,680.0,7.71,1.0,17.0,0.0
245,1201.2,740.0,5.65,1.0,17.0,0.0
246,1201.2,799.0,4.25,1.0,17.0,0.0
247,1201.2,860.0,3.02,1.0,18.0,0.0
248,1501.5,72.91,1.26,1.0,19.0,0.0
249,1501.5,81.93,0.903,1.0,19.0,0.0
250,1501.5,98.772,0.64,1.0,20.0,0.0
251,1501.5,116.75,0.405,1.0,21.0,0.0
252,1501.5,135.56,0.323,1.0,21.0,0.0
253,1501.5,160.02,0.0844,0.703,23.0,0.0
254,1501.5,180.35,0.0196,0.163,25.0,0.0
255,1501.5,200.38,0.000702,0.00585,28.0,0.0
256,1501.5,237.44,0.00515,0.043,26.0,0.0
257,1501.5,299.0,0.0334,0.278,24.0,0.0
258,1501.5,327.73,0.0748,0.623,23.0,0.0
259,1501.5,450.11,0.122,1.0,23.0,0.0
260,1501.5,515.03,0.172,1.0,22.0,0.0
261,1501.5,588.03,244.0,1.0,11.0,0.0
262,1501.5,620.0,29.8,1.0,15.0,0.0
263,1501.5,680.0,24.3,1.0,15.0,0.0
264,1501.5,740.0,17.5,1.0,16.0,0.0
265,1501.5,799.0,13.0,1.0,16.0,0.0
266,1501.5,860.0,9.87,1.0,17.0,0.0
267,1561.5,72.91,7.11,1.0,17.0,0.0
268,1561.5,81.93,2.99,1.0,18.0,0.0
269,1561.5,98.772,2.16,1.0,18.0,0.0
270,1561.5,116.75,1.57,1.0,19.0,0.0
271,1561.5,135.56,1.07,1.0,20.0,0.0
272,1561.5,160.02,0.901,1.0,20.0,0.0
273,1561.5,180.35,0.394,1.0,21.0,0.0
274,1561.5,200.38,0.222,1.0,22.0,0.0
275,1561.5,237.44,0.0914,0.762,23.0,0.0
276,1561.5,299.0,0.0521,0.434,24.0,0.0
277,1561.5,327.73,0.00854,0.0712,26.0,0.0
278,1561.5,450.11,0.00108,0.00899,27.0,0.0
279,1561.5,515.03,0.0185,0.154,25.0,0.0
280,1561.5,588.03,0.0587,0.49,24.0,0.0
281,1561.5,620.0,280.0,1.0,11.0,0.0
282,1561.5,680.0,34.3,1.0,15.0,0.0
283,1561.5,740.0,28.0,1.0,15.0,0.0
284,1561.5,799.0,20.2,1.0,16.0,0.0
285,1561.5,860.0,15.0,1.0,16.0,0.0
286,1600.2,72.91,11.4,1.0,16.0,0.0
287,1600.2,81.93,8.24,1.0,17.0,0.0
288,1600.2,98.772,3.48,1.0,18.0,0.0
289,1600.2,116.75,2.51,1.0,18.0,0.0
290,1600.2,135.56,1.83,1.0,19.0,0.0
291,1600.2,160.02,1.26,1.0,19.0,0.0
292,1600.2,180.35,1.07,1.0,20.0,0.0
293,1600.2,200.38,0.489,1.0,21.0,0.0
294,1600.2,237.44,0.29,1.0,22.0,0.0
295,1600.2,299.0,0.135,1.0,23.0,0.0
296,1600.2,327.73,0.0865,0.721,23.0,0.0
297,1600.2,450.11,0.0236,0.196,25.0,0.0
298,1600.2,515.03,0.00237,0.0198,27.0,0.0
299,1600.2,588.03,0.00601,0.0501,26.0,0.0
300,1600.2,620.0,0.0376,0.314,24.0,0.0
301,1600.2,680.0,304.0,1.0,11.0,0.0
302,1600.2,740.0,37.5,1.0,15.0,0.0
303,1600.2,799.0,30.6,1.0,15.0,0.0
304,1600.2,860.0,22.1,1.0,15.0,0.0
305,1661.7,72.91,16.4,1.0,16.0,0.0
306,1661.7,81.93,12.5,1.0,16.0,0.0
307,1661.7,98.772,9.04,1.0,17.0,0.0
308,1661.7,116.75,3.82,1.0,18.0,0.0
309,1661.7,135.56,2.76,1.0,18.0,0.0
310,1661.7,160.02,2.02,1.0,19.0,0.0
311,1661.7,180.35,1.39,1.0,19.0,0.0
312,1661.7,200.38,1.18,1.0,20.0,0.0
313,1661.7,237.44,0.557,1.0,21.0,0.0
314,1661.7,299.0,0.34,1.0,21.0,0.0
315,1661.7,327.73,0.168,1.0,22.0,0.0
316,1661.7,450.11,0.113,0.943,23.0,0.0
317,1661.7,515.03,0.0386,0.322,24.0,0.0
318,1661.7,588.03,0.00522,0.0435,26.0,0.0
319,1661.7,620.0,0.00176,0.0146,27.0,0.0
320,1661.7,680.0,0.0257,0.214,24.0,0.0
321,1661.7,740.0,347.0,1.0,11.0,0.0
322,1661.7,799.0,42.9,1.0,14.0,0.0
323,1661.7,860.0,35.1,1.0,15.0,0.0
324,1721.7,72.91,25.3,1.0,15.0,0.0
325,1721.7,81.93,18.8,1.0,16.0,0.0
326,1721.7,98.772,14.4,1.0,16.0,0.0
327,1721.7,116.75,10.4,1.0,17.0,0.0
328,1721.7,135.56,4.41,1.0,18.0,0.0
329,1721.7,160.02,3.19,1.0,18.0,0.0
330,1721.7,180.35,2.34,1.0,18.0,0.0
331,1721.7,200.38,1.62,1.0,19.0,0.0
332,1721.7,237.44,1.39,1.0,19.0,0.0
333,1721.7,299.0,0.676,1.0,21.0,0.0
334,1721.7,327.73,0.429,1.0,21.0,0.0
335,1721.7,450.11,0.228,1.0,22.0,0.0
336,1721.7,515.03,0.163,1.0,22.0,0.0
337,1721.7,588.03,0.0702,0.585,23.0,0.0
338,1721.7,620.0,0.0159,0.133,25.0,0.0
339,1721.7,680.0,0.00178,0.0149,27.0,0.0
340,1721.7,740.0,0.0105,0.0872,25.0,0.0
341,1721.7,799.0,392.0,1.0,11.0,0.0
342,1721.7,860.0,48.7,1.0,14.0,0.0
343,1759.0,72.91,39.8,1.0,15.0,0.0
344,1759.0,81.93,28.8,1.0,15.0,0.0
345,1759.0,98.772,21.4,1.0,16.0,0.0
346,1759.0,116.75,16.4,1.0,16.0,0.0
347,1759.0,135.56,11.9,1.0,17.0,0.0
348,1759.0,160.02,5.04,1.0,17.0,0.0
349,1759.0,180.35,3.66,1.0,18.0,0.0
350,1759.0,200.38,2.68,1.0,18.0,0.0
351,1759.0,237.44,1.87,1.0,19.0,0.0
352,1759.0,299.0,1.61,1.0,19.0,0.0
353,1759.0,327.73,0.807,1.0,20.0,0.0
354,1759.0,450.11,0.527,1.0,21.0,0.0
355,1759.0,515.03,0.297,1.0,22.0,0.0
356,1759.0,588.03,0.22,1.0,22.0,0.0
357,1759.0,620.0,0.109,0.911,23.0,0.0
358,1759.0,680.0,0.0363,0.302,24.0,0.0
359,1759.0,740.0,0.00536,0.0447,26.0,0.0
360,1759.0,799.0,0.00206,0.0171,27.0,0.0
361,1759.0,860.0,423.0,1.0,11.0,0.0
362,1801.8,72.91,52.6,1.0,14.0,0.0
363,1801.8,81.93,43.0,1.0,15.0,0.0
364,1801.8,98.772,31.1,1.0,15.0,0.0
365,1801.8,116.75,23.2,1.0,16.0,0.0
366,1801.8,135.56,17.7,1.0,16.0,0.0
367,1801.8,160.02,12.9,1.0,17.0,0.0
368,1801.8,180.35,5.47,1.0,17.0,0.0
369,1801.8,200.38,3.97,1.0,18.0,0.0
370,1801.8,237.44,2.91,1.0,18.0,0.0
371,1801.8,299.0,2.04,1.0,19.0,0.0
372,1801.8,327.73,1.76,1.0,19.0,0.0
373,1801.8,450.11,0.897,1.0,20.0,0.0
374,1801.8,515.03,0.595,1.0,21.0,0.0
375,1801.8,588.03,0.345,1.0,22.0,0.0
376,1801.8,620.0,0.261,1.0,22.0,0.0
377,1801.8,680.0,0.138,1.0,23.0,0.0
378,1801.8,740.0,0.0538,0.448,24.0,0.0
379,1801.8,799.0,0.0105,0.0873,26.0,0.0
380,1801.8,860.0,0.00147,0.0123,27.0,0.0
381,1900.2,72.91,459.0,1.0,11.0,0.0
382,1900.2,81.93,57.3,1.0,14.0,0.0
383,1900.2,98.772,46.9,1.0,14.0,0.0
384,1900.2,116.75,33.9,1.0,15.0,0.0
385,1900.2,135.56,25.3,1.0,15.0,0.0
386,1900.2,160.02,19.4,1.0,16.0,0.0
387,1900.2,180.35,14.1,1.0,16.0,0.0
388,1900.2,200.38,5.99,1.0,17.0,0.0
389,1900.2,237.44,4.35,1.0,18.0,0.0
390,1900.2,299.0,3.2,1.0,18.0,0.0
391,1900.2,327.73,2.25,1.0,19.0,0.0
392,1900.2,450.11,1.94,1.0,19.0,0.0
393,1900.2,515.03,1.01,1.0,20.0,0.0
394,1900.2,588.03,0.678,1.0,21.0,0.0
395,1900.2,620.0,0.405,1.0,21.0,0.0
396,1900.2,680.0,0.312,1.0,22.0,0.0
397,1900.2,740.0,0.175,1.0,22.0,0.0
398,1900.2,799.0,0.0781,0.651,23.0,0.0
399,1900.2,860.0,0.0205,0.171,25.0,0.0
400,2017.4,72.91,0.00252,0.021,27.0,0.0
401,2017.4,81.93,552.0,1.0,10.0,0.0
402,2017.4,98.772,69.2,1.0,14.0,0.0
403,2017.4,116.75,56.7,1.0,14.0,0.0
404,2017.4,135.56,41.1,1.0,15.0,0.0
405,2017.4,160.02,30.7,1.0,15.0,0.0
406,2017.4,180.35,23.6,1.0,16.0,0.0
407,2017.4,200.38,17.1,1.0,16.0,0.0
408,2017.4,237.44,7.32,1.0,17.0,0.0
409,2017.4,299.0,5.32,1.0,17.0,0.0
410,2017.4,327.73,3.92,1.0,18.0,0.0
411,2017.4,450.11,2.78,1.0,19.0,0.0
412,2017.4,515.03,2.41,1.0,19.0,0.0
413,2017.4,588.03,1.29,1.0,20.0,0.0
414,2017.4,620.0,0.897,1.0,20.0,0.0
415,2017.4,680.0,0.565,1.0,21.0,0.0
416,2017.4,740.0,0.45,1.0,21.0,0.0
417,2017.4,799.0,0.277,1.0,22.0,0.0
418,2017.4,860.0,0.15,1.0,23.0,0.0
419,2067.6,72.91,0.0625,0.521,24.0,0.0
420,2067.6,81.93,0.0133,0.111,26.0,0.0
421,2067.6,98.772,679.0,1.0,10.0,0.0
422,2067.6,116.75,85.6,1.0,14.0,0.0
423,2067.6,135.56,70.3,1.0,14.0,0.0
424,2067.6,160.02,51.0,1.0,15.0,0.0
425,2067.6,180.35,38.1,1.0,15.0,0.0
426,2067.6,200.38,29.3,1.0,15.0,0.0
427,2067.6,237.44,21.4,1.0,16.0,0.0
428,2067.6,299.0,9.16,1.0,17.0,0.0
429,2067.6,327.73,6.68,1.0,17.0,0.0
430,2067.6,450.11,4.94,1.0,18.0,0.0
431,2067.6,515.03,3.52,1.0,18.0,0.0
432,2067.6,588.03,3.06,1.0,19.0,0.0
433,2067.6,620.0,1.69,1.0,20.0,0.0
434,2067.6,680.0,1.21,1.0,20.0,0.0
435,2067.6,740.0,0.799,1.0,21.0,0.0
436,2067.6,799.0,0.655,1.0,21.0,0.0
437,2067.6,860.0,0.433,1.0,21.0,0.0
